Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned
DDB-I-SF-S1-001-A6-RNAseq_S14	1698208	1178852	127918	48976	0	0	0	0	3812	0	0	0	0	262565	74557	1528	69.41740941039025
DDB-PD-003-AMBR-R9--S12-RNAseq_S7	3803846	2612422	201751	327994	0	0	0	0	9708	0	0	0	0	484623	162946	4402	68.67843756030081
DDB-PD-004-AMBR-R1--S02-RNAseq_S15	778724	167139	18393	553218	0	0	0	0	519	0	0	0	0	28181	10993	281	21.46318849810716
DDB-PD-004-AMBR-R1--S07-RNAseq_S16	1814352	1329771	171245	52007	0	0	0	0	3748	0	0	0	0	172252	83226	2103	73.29178681975714
DDB-PD-004-AMBR-R6--S10-RNAseq_S17	1564726	1149267	72183	51648	0	0	0	0	2568	0	0	0	0	219674	67268	2118	73.44845039962267
DDB-PD-004-AMBR-R7--S10-RNAseq_S18	2764193	2033556	140270	91160	0	0	0	0	4412	0	0	0	0	365862	125565	3368	73.56780080117416
DDB-PD-004-AMBR-R8--S10-RNAseq_S19	2129414	1576190	96859	78691	0	0	0	0	3986	0	0	0	0	285853	85540	2295	74.0198946752487
DDB-PD-006-AMBR-R2--S07-RNAseq_S21	1662329	1127256	230366	63055	0	0	0	0	5098	0	0	0	0	171984	63009	1561	67.81184711329706
DDB-PD-006-AMBR-R2--S10-RNAseq2_S27	2746308	2045603	57610	89674	0	0	0	0	4934	0	0	0	0	417906	126944	3637	74.48556389159555
DDB-PD-006-AMBR-R4--S02-RNAseq_S20	2319936	1787622	85772	81248	0	0	0	0	3992	0	0	0	0	240471	117910	2921	77.05479806339484
DDB-PD-006-AMBR-R4--S07-RNAseq_S22	1689016	1176434	192499	51848	0	0	0	0	3136	0	0	0	0	189440	73486	2173	69.65203408375054
DDB-PD-006-AMBR-R4--S10-RNAseq_S28	2783287	2040875	121406	94585	0	0	0	0	5044	0	0	0	0	396047	121614	3716	73.32607093698925
DDB-PD-006-AMBR-R5--S07-RNAseq2_S23	2139141	1609600	80286	75964	0	0	0	0	3515	0	0	0	0	270417	96543	2816	75.24515681761979
DDB-PD-006-AMBR-R5--S10-RNAseq_S8	2082124	1343810	197433	71833	0	0	0	0	3808	0	0	0	0	382401	80646	2193	64.54034437910519
DDB-PD-006-AMBR-R6--S07-RNAseq2_S24	2092819	1449542	124753	126594	0	0	0	0	3148	0	0	0	0	305402	81173	2207	69.26265482108104
DDB-PD-006-AMBR-R6--S10-RNAseq_S9	954149	668817	40560	45888	0	0	0	0	1532	0	0	0	0	157876	38526	950	70.09565591956812
DDB-PD-006-AMBR-R7--S07-RNAseq2_S25	1956543	1397786	75367	79067	0	0	0	0	4950	0	0	0	0	318493	78886	1994	71.44161922329333
DDB-PD-006-AMBR-R7--S10-RNAseq_S10	958971	683810	35715	46795	0	0	0	0	1660	0	0	0	0	150631	39382	978	71.3066401382315
DDB-PD-006-AMBR-R8--S09-RNAseq2_S26	2091192	1521870	58022	68005	0	0	0	0	3856	0	0	0	0	321464	115771	2204	72.77524015011534
DDB-PD-009-AMBR-R1--S02-RNAseq_S11	1219474	966020	22349	39110	0	0	0	0	1984	0	0	0	0	128866	59698	1447	79.21612104891125
DDB-PD-009-AMBR-R1--S07-RNAseq_S36	2665972	1927547	54612	165826	0	0	0	0	7397	0	0	0	0	397412	109411	3767	72.30184713117768
DDB-PD-009-AMBR-R1--S10-RNAseq_S2	3096505	2311484	143680	142768	0	0	0	0	12286	0	0	0	0	339708	144098	2481	74.64815978013922
DDB-PD-009-AMBR-R10--S03-RNAseq_S34	2608746	1949625	88566	122024	0	0	0	0	7332	0	0	0	0	323392	113588	4219	74.73418263027524
DDB-PD-009-AMBR-R10--S09-RNAseq_S44	2272555	1749816	22614	102127	0	0	0	0	7148	0	0	0	0	281303	107062	2485	76.9977404287245
DDB-PD-009-AMBR-R11--S03-RNAseq_S35	2375712	1794663	42389	134917	0	0	0	0	5212	0	0	0	0	282544	112549	3438	75.5421111649897
DDB-PD-009-AMBR-R11--S09-RNAseq_S1	2853119	2036300	165745	223538	0	0	0	0	11179	0	0	0	0	279269	133820	3268	71.37101536949562
DDB-PD-009-AMBR-R2--S02-RNAseq_S12	1776597	1328708	142493	58229	0	0	0	0	2902	0	0	0	0	157213	85110	1942	74.78949925053347
DDB-PD-009-AMBR-R2--S07-RNAseq_S37	3131338	2080502	208796	210249	0	0	0	0	16540	0	0	0	0	492624	119279	3348	66.44131039191554
