Sample	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage
DDB-I-SF-S1-001-A6-RNAseq_S14	1698208.0	1649232.0	97.12	48976.0	2.88
DDB-PD-003-AMBR-R9--S12-RNAseq_S7	3803846.0	3475852.0	91.38	327994.0	8.62
DDB-PD-004-AMBR-R1--S02-RNAseq_S15	778724.0	225506.0	28.96	553218.0	71.04
DDB-PD-004-AMBR-R1--S07-RNAseq_S16	1814352.0	1762345.0	97.13	52007.0	2.87
DDB-PD-004-AMBR-R6--S10-RNAseq_S17	1564726.0	1513078.0	96.7	51648.0	3.3
DDB-PD-004-AMBR-R7--S10-RNAseq_S18	2764193.0	2673033.0	96.7	91160.0	3.3
DDB-PD-004-AMBR-R8--S10-RNAseq_S19	2129414.0	2050723.0	96.3	78691.0	3.7
DDB-PD-006-AMBR-R2--S07-RNAseq_S21	1662329.0	1599274.0	96.21	63055.0	3.79
DDB-PD-006-AMBR-R2--S10-RNAseq2_S27	2746308.0	2656634.0	96.73	89674.0	3.27
DDB-PD-006-AMBR-R4--S02-RNAseq_S20	2319936.0	2238688.0	96.5	81248.0	3.5
DDB-PD-006-AMBR-R4--S07-RNAseq_S22	1689016.0	1637168.0	96.93	51848.0	3.07
DDB-PD-006-AMBR-R4--S10-RNAseq_S28	2783287.0	2688702.0	96.6	94585.0	3.4
DDB-PD-006-AMBR-R5--S07-RNAseq2_S23	2139141.0	2063177.0	96.45	75964.0	3.55
DDB-PD-006-AMBR-R5--S10-RNAseq_S8	2082124.0	2010291.0	96.55	71833.0	3.45
DDB-PD-006-AMBR-R6--S07-RNAseq2_S24	2092819.0	1966225.0	93.95	126594.0	6.05
DDB-PD-006-AMBR-R6--S10-RNAseq_S9	954149.0	908261.0	95.19	45888.0	4.81
DDB-PD-006-AMBR-R7--S07-RNAseq2_S25	1956543.0	1877476.0	95.96	79067.0	4.04
DDB-PD-006-AMBR-R7--S10-RNAseq_S10	958971.0	912176.0	95.12	46795.0	4.88
DDB-PD-006-AMBR-R8--S09-RNAseq2_S26	2091192.0	2023187.0	96.75	68005.0	3.25
DDB-PD-009-AMBR-R1--S02-RNAseq_S11	1219474.0	1180364.0	96.79	39110.0	3.21
DDB-PD-009-AMBR-R1--S07-RNAseq_S36	2665972.0	2500146.0	93.78	165826.0	6.22
DDB-PD-009-AMBR-R1--S10-RNAseq_S2	3096505.0	2953737.0	95.39	142768.0	4.61
DDB-PD-009-AMBR-R10--S03-RNAseq_S34	2608746.0	2486722.0	95.32	122024.0	4.68
DDB-PD-009-AMBR-R10--S09-RNAseq_S44	2272555.0	2170428.0	95.51	102127.0	4.49
DDB-PD-009-AMBR-R11--S03-RNAseq_S35	2375712.0	2240795.0	94.32	134917.0	5.68
DDB-PD-009-AMBR-R11--S09-RNAseq_S1	2853119.0	2629581.0	92.17	223538.0	7.83
DDB-PD-009-AMBR-R2--S02-RNAseq_S12	1776597.0	1718368.0	96.72	58229.0	3.28
DDB-PD-009-AMBR-R2--S07-RNAseq_S37	3131338.0	2921089.0	93.29	210249.0	6.71
DDB-PD-009-AMBR-R2--S10-RNAseq_S3	2602587.0	2208760.0	84.87	393827.0	15.13
DDB-PD-009-AMBR-R4--S02-RNAseq_S13	3052378.0	2958385.0	96.92	93993.0	3.08
DDB-PD-009-AMBR-R4--S07-RNAseq_S38	2705639.0	2571755.0	95.05	133884.0	4.95
DDB-PD-009-AMBR-R4--S10-RNAseq_S4	2558574.0	2431688.0	95.04	126886.0	4.96
DDB-PD-009-AMBR-R5--S02-RNAseq_S29	2592201.0	1570727.0	60.59	1021474.0	39.41
DDB-PD-009-AMBR-R5--S07-RNAseq_S39	2060760.0	1963213.0	95.27	97547.0	4.73
DDB-PD-009-AMBR-R5--S10-RNAseq_S5	3226424.0	3075191.0	95.31	151233.0	4.69
DDB-PD-009-AMBR-R6--S02-RNAseq_S30	1853903.0	414830.0	22.38	1439073.0	77.62
DDB-PD-009-AMBR-R6--S07-RNAseq_S40	1947688.0	228281.0	11.72	1719407.0	88.28
DDB-PD-009-AMBR-R6--S10-RNAseq_S6	3349003.0	3210551.0	95.87	138452.0	4.13
DDB-PD-009-AMBR-R7--S02-RNAseq_S31	2035224.0	1394955.0	68.54	640269.0	31.46
DDB-PD-009-AMBR-R7--S07-RNAseq_S41	2631511.0	2508554.0	95.33	122957.0	4.67
DDB-PD-009-AMBR-R8--S02-RNAseq_S32	2384198.0	2268429.0	95.14	115769.0	4.86
DDB-PD-009-AMBR-R8--S07-RNAseq_S42	2912316.0	2767591.0	95.03	144725.0	4.97
DDB-PD-009-AMBR-R9--S02-RNAseq_S33	2724722.0	2594573.0	95.22	130149.0	4.78
DDB-PD-009-AMBR-R9--S07-RNAseq_S43	2684407.0	2539882.0	94.62	144525.0	5.38
