Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
DDB-I-SF-S1-001-A3_S21	5052469	3722501	168232	203174	0	0	0	0	8909	0	0	0	0	722656	222057	4940	73.67686966510828	5052469.0	4849295.0	95.98	203174.0	4.02	DDB-I-SF-S1-001-A3_S21_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5052469.0	0.0	20-151	51.0	19.102144922473354	133.87604594902018	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	5101150	880306	687299834	910054	678295809	1.3100577876758224	0.5017	0.0213	0.47700000000000004
DDB-PD-003-AMBR-R10--S03-RNA_S2	4174600	3039212	227435	182878	0	0	0	0	11914	0	0	0	0	513097	196097	3967	72.80247209313467	4174600.0	3991722.0	95.62	182878.0	4.38	DDB-PD-003-AMBR-R10--S03-RNA_S2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4174600.0	0.0	20-151	51.0	25.696492071676946	134.36442317826857	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	4341444	835251	589294708	967745	563484485	4.37984978477017	0.4957	0.0175	0.4868
DDB-PD-003-AMBR-R10--S07-RNA_S8	1604737	1155012	31585	91709	0	0	0	0	5728	0	0	0	0	245412	73703	1588	71.97515854622907	1604737.0	1513028.0	94.29	91709.0	5.71	DDB-PD-003-AMBR-R10--S07-RNA_S8_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1604737.0	0.0	20-151	51.0	27.12573968095047	135.40309222009589	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	1785873	442458	245320996	422535	217902924	11.176406604838666	0.4651	0.0211	0.5138
DDB-PD-003-AMBR-R10--S12-RNA_S13	2994087	2083151	113633	161468	0	0	0	0	6934	0	0	0	0	502178	122375	4348	69.57549997712157	2994087.0	2832619.0	94.61	161468.0	5.39	DDB-PD-003-AMBR-R10--S12-RNA_S13_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2994087.0	0.0	20-151	51.0	23.48972907266181	139.6279062699247	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	3107367	542505	436339193	635123	419206080	3.926558346089255	0.4763	0.0197	0.5039
DDB-PD-003-AMBR-R15--S03-RNA_S3	3503751	2603082	127903	152262	0	0	0	0	9835	0	0	0	0	439937	166786	3946	74.29414932739226	3503751.0	3351489.0	95.65	152262.0	4.35	DDB-PD-003-AMBR-R15--S03-RNA_S3_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3503751.0	0.0	20-151	51.0	27.828999234420852	134.66319124846487	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	3688116	720685	502706982	735632	474174562	5.675755663166817	0.4841	0.0229	0.4931
DDB-PD-003-AMBR-R15--S07-RNA_S9	747075	31290	6013	703286	0	0	0	0	532	0	0	0	0	5048	791	115	4.1883345045678135	747075.0	43789.0	5.86	703286.0	94.14	DDB-PD-003-AMBR-R15--S07-RNA_S9_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	747075.0	0.0	20-151	84.0	15.54085575649313	146.34844694307802	pass	fail	fail	warn	fail	fail	pass	warn	fail	fail	pass	2255537	20687	338371852	3113967	334882808	1.031127139972624	0.5075	0.0403	0.4522
DDB-PD-003-AMBR-R15--S12-RNA_S14	2632444	1864016	95074	122232	0	0	0	0	6903	0	0	0	0	426501	114162	3556	70.80933155653074	2632444.0	2510212.0	95.36	122232.0	4.64	DDB-PD-003-AMBR-R15--S12-RNA_S14_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2632444.0	0.0	20-151	51.0	24.177741926962618	137.21659568066787	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	2690576	439480	371369151	2257869	367849984	0.9476196368286928	0.4673	0.0227	0.51
DDB-PD-003-AMBR-R16--S03-RNA_S4	2772967	2064030	82406	120240	0	0	0	0	7105	0	0	0	0	366121	130159	2906	74.43399073988259	2772967.0	2652727.0	95.66	120240.0	4.34	DDB-PD-003-AMBR-R16--S03-RNA_S4_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2772967.0	0.0	20-151	51.0	31.03638999782895	136.16233983311017	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	2826300	491808	388237311	599628	379512493	2.247289931389412	0.4766	0.0224	0.5009
DDB-PD-003-AMBR-R16--S07-RNA_S10	3558256	2559379	161075	160618	0	0	0	0	11140	0	0	0	0	502602	159784	3658	71.92790513105297	3558256.0	3397638.0	95.49	160618.0	4.51	DDB-PD-003-AMBR-R16--S07-RNA_S10_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3558256.0	0.0	20-151	51.0	27.115674524170284	134.74055632871833	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	3661575	683851	498350982	820167	481749832	3.3312164718479482	0.4751	0.0218	0.5032
DDB-PD-003-AMBR-R16--S12-RNA_S15	5810586	4216053	225428	232022	0	0	0	0	19133	0	0	0	0	849315	261517	7118	72.55813785391007	5810586.0	5578564.0	96.01	232022.0	3.99	DDB-PD-003-AMBR-R16--S12-RNA_S15_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5810586.0	0.0	20-151	51.0	16.875514991588542	134.9710998167827	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	5887636	1006726	798873974	1209069	786294006	1.5747124589641468	0.4593	0.0206	0.5202
DDB-PD-003-AMBR-R21--S03-RNA_S5	2431519	1889197	19749	109642	0	0	0	0	6765	0	0	0	0	281135	122230	2801	77.6961644140967	2431519.0	2321877.0	95.49	109642.0	4.51	DDB-PD-003-AMBR-R21--S03-RNA_S5_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2431519.0	0.0	20-151	51.0	30.59149425040188	136.42969312598422	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	2560311	500579	352960094	536120	333338241	5.5592270439501865	0.4666	0.0188	0.5146
DDB-PD-003-AMBR-R21--S07-RNA_S11	1789835	1291571	66132	94330	0	0	0	0	5503	0	0	0	0	250343	80031	1925	72.16145622361839	1789835.0	1695505.0	94.73	94330.0	5.27	DDB-PD-003-AMBR-R21--S07-RNA_S11_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1789835.0	0.0	20-151	51.0	26.847723609573713	138.07519631697895	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	1950596	298358	272253720	1734621	269606084	0.9724884567233828	0.467	0.023	0.51
DDB-PD-003-AMBR-R21--S12-RNA_S16	3546194	2551930	104711	170477	0	0	0	0	8750	0	0	0	0	547443	158823	4060	71.96250402544248	3546194.0	3375717.0	95.19	170477.0	4.81	DDB-PD-003-AMBR-R21--S12-RNA_S16_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3546194.0	0.0	20-151	51.0	21.58975578969524	136.64997882236565	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	3601472	600242	494768928	3282265	489749182	1.0145637116484405	0.45899999999999996	0.0223	0.5187
DDB-PD-003-AMBR-R22--S03-RNA_S6	1455066	1080425	50210	74652	0	0	0	0	4639	0	0	0	0	174763	68934	1443	74.25264558446145	1455066.0	1380414.0	94.87	74652.0	5.13	DDB-PD-003-AMBR-R22--S03-RNA_S6_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1455066.0	0.0	20-151	51.0	37.519403433209995	134.12418268312229	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	1605932	245296	219398387	1654424	216872433	1.1513092846940574	0.4745	0.0246	0.5008
DDB-PD-003-AMBR-R22--S07-RNA_S12	2733996	1952028	85496	142778	0	0	0	0	10958	0	0	0	0	420049	120135	2552	71.3983487905615	2733996.0	2591218.0	94.78	142778.0	5.22	DDB-PD-003-AMBR-R22--S07-RNA_S12_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2733996.0	0.0	20-151	51.0	22.91532986661507	132.3626867047355	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	2817804	478600	376372684	2686098	371863902	1.1979567571380922	0.4756	0.0213	0.503
DDB-PD-003-AMBR-R22--S12-RNA_S17	4481932	3227062	75480	183524	0	0	0	0	12988	0	0	0	0	783960	194297	4621	72.0015832457967	4481932.0	4298408.0	95.91	183524.0	4.09	DDB-PD-003-AMBR-R22--S12-RNA_S17_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4481932.0	0.0	20-151	51.0	24.240031192501068	129.51822673793356	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	4635227	765470	607893495	3746611	601436958	1.0621164814405524	0.4585	0.0221	0.5194
DDB-PD-003-AMBR-R9--S03-RNA_S1	7885821	6022204	194287	371347	0	0	0	0	24504	0	0	0	0	856407	408504	8568	76.3674955340731	7885821.0	7514474.0	95.29	371347.0	4.71	DDB-PD-003-AMBR-R9--S03-RNA_S1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7885821.0	0.0	20-151	51.0	14.624160885746045	135.09444672913574	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	8202214	1487103	1116710381	1695560	1068051699	4.35732333359584	0.4723	0.0209	0.5069
DDB-PD-003-AMBR-R9--S07-RNA_S7	2620002	1909195	36119	115519	0	0	0	0	7444	0	0	0	0	427938	121202	2585	72.86998254199806	2620002.0	2504483.0	95.59	115519.0	4.41	DDB-PD-003-AMBR-R9--S07-RNA_S7_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2620002.0	0.0	20-151	51.0	29.099674937405766	135.2223883798562	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	2816080	627392	386323327	555972	356117989	7.818667910778268	0.4707	0.0203	0.509
DDB-PD-009-AMBR-R11--S11-RNA_S20	9258683	6735653	400192	374097	0	0	0	0	12652	0	0	0	0	1323524	401361	11204	72.74958004286356	9258683.0	8884586.0	95.96	374097.0	4.04	DDB-PD-009-AMBR-R11--S11-RNA_S20_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9258683.0	0.0	20-151	51.0	14.218886945634427	137.06969284940416	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	9323363	1565920	1283923469	7865623	1271769799	0.946603928773577	0.4905	0.0184	0.4911
DDB-PD-009-AMBR-R7--S10-RNA_S18	5000529	3742666	198955	204299	0	0	0	0	11698	0	0	0	0	612253	225365	5293	74.84540135653648	5000529.0	4796230.0	95.91	204299.0	4.09	DDB-PD-009-AMBR-R7--S10-RNA_S18_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5000529.0	0.0	20-151	51.0	23.983213334181556	132.66144601901118	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	5148509	867973	690374461	4261049	683393577	1.0111735578816552	0.4443	0.0213	0.5344
DDB-PD-009-AMBR-R8--S10-RNA_S19	4212732	3027155	142270	177623	0	0	0	0	10095	0	0	0	0	670864	180575	4150	71.85728880925727	4212732.0	4035109.0	95.78	177623.0	4.22	DDB-PD-009-AMBR-R8--S10-RNA_S19_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4212732.0	0.0	20-151	51.0	18.709504232944926	133.02365519572572	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	4290453	779902	575161826	794587	561904133	2.3050370175297408	0.4773	0.0205	0.5022
