Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
DDB__HMP3397_fast_batch_12h__1	11812336	264556	10604380	495552	0	0	0	0	20577	0	0	0	0	410648	16173	450	2.23965860774702	11812336.0	11316784.0	95.8	495552.0	4.2	DDB__HMP3397_fast_batch_12h__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11812336.0	0.0	20-151	54.0	4.53706630973383	137.30517884015492	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	11827680	2229645	1627964791	3887502	1618604816	0.5749494738304817	0.0303	0.1251	0.8446
DDB__HMP3397_fast_batch_12h__2	13298494	6603634	957943	2981139	0	0	0	0	168172	0	0	0	0	2206647	373600	7359	49.657006274545076	13298494.0	10317355.0	77.58	2981139.0	22.42	DDB__HMP3397_fast_batch_12h__2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13298494.0	0.0	20-151	51.0	15.068278588879508	131.9491633413528	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	13378276	2815298	1773471902	10102346	1755277086	1.025943291206426	0.0288	0.4326	0.5386
DDB__HMP3397_fast_feed_18h__1	12284145	2810549	4257873	2973900	0	0	0	0	115845	0	0	0	0	1938854	183347	3777	22.879484082937804	12284145.0	9310245.0	75.79	2973900.0	24.21	DDB__HMP3397_fast_feed_18h__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12284145.0	0.0	20-151	51.0	11.677976760576868	131.52173643342698	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12342893	2725830	1629945591	8695993	1613834552	0.9884402945079656	0.028999999999999998	0.3173	0.6537
DDB__HMP3397_fast_feed_18h__2	12846791	4154556	1246656	4128779	0	0	0	0	149025	0	0	0	0	2909232	252992	5551	32.33925110169536	12846791.0	8718012.0	67.86	4128779.0	32.14	DDB__HMP3397_fast_feed_18h__2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12846791.0	0.0	20-151	50.0	12.776937858226471	132.15640372759236	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12936978	2483285	1715568285	2996669	1704510872	0.6445335400916438	0.0336	0.43799999999999994	0.5284
DDB__HMP3397_fast_feed_28h__1	11810572	1880982	5051380	1037084	0	0	0	0	391117	0	0	0	0	3314516	134051	1442	15.92625657758151	11810572.0	10773488.0	91.22	1037084.0	8.78	DDB__HMP3397_fast_feed_28h__1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11810572.0	0.0	20-151	52.0	10.428094164763746	123.55024625394941	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	11911460	2647556	1477355112	7188370	1460821060	1.1191657216129092	0.0449	0.3374	0.6177
DDB__HMP3397_fast_feed_28h__2	14075952	1315104	8878145	1009098	0	0	0	0	213731	0	0	0	0	2564595	94285	994	9.342913360318363	14075952.0	13066854.0	92.83	1009098.0	7.17	DDB__HMP3397_fast_feed_28h__2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14075952.0	0.0	20-151	53.0	8.281871235504541	126.67327304043094	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass	14201579	2649306	1815464030	3661885	1794885423	1.1335177486276058	0.0348	0.2194	0.7459
DDB__HMP3397_fast_feed_3h__1	13656387	4217010	4621647	2642352	0	0	0	0	220024	0	0	0	0	1701496	248814	5044	30.879397310577094	13656387.0	11014035.0	80.65	2642352.0	19.35	DDB__HMP3397_fast_feed_3h__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13656387.0	0.0	20-151	51.0	12.82067898307345	130.72227427356884	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	13736459	2431625	1802903445	3723168	1788596395	0.7935560853066095	0.0301	0.3076	0.6623
DDB__HMP3397_fast_feed_3h__2	13983423	5242536	2906536	3164110	0	0	0	0	225831	0	0	0	0	2159230	280303	4877	37.49107782836864	13983423.0	10819313.0	77.37	3164110.0	22.63	DDB__HMP3397_fast_feed_3h__2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13983423.0	0.0	20-151	51.0	14.088631486797139	128.09183266500628	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	14091863	3008829	1813302482	12667012	1791157242	1.2212656310697092	0.0362	0.3536	0.6101
DDB__HMP3397_slow_batch_12h__1	13818405	4265974	5346868	2171707	0	0	0	0	155100	0	0	0	0	1612392	260556	5808	30.87168164487869	13818405.0	11646698.0	84.28	2171707.0	15.72	DDB__HMP3397_slow_batch_12h__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13818405.0	0.0	20-151	52.0	12.86001614104938	131.06779834575698	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	13887698	2367945	1826788541	3141633	1815105761	0.639525579331954	0.0307	0.2882	0.6812
DDB__HMP3397_slow_batch_12h__2	14230948	7241094	694114	3307569	0	0	0	0	161712	0	0	0	0	2376124	440106	10229	50.88272404621252	14230948.0	10923379.0	76.76	3307569.0	23.24	DDB__HMP3397_slow_batch_12h__2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14230948.0	0.0	20-151	50.0	14.51551332848708	134.60616221772437	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	14299503	2884410	1931791876	9692014	1914457767	0.8973072728669038	0.0263	0.4475	0.5263
