Sample	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage
DDB-I-SF-S1-001-A4-RNAseq_S14	6133805.0	5796679.0	94.5	337126.0	5.5
DDB-PD-004-AMBR-R1--S10-RNAseq_S16	5425396.0	5134697.0	94.64	290699.0	5.36
DDB-PD-004-AMBR-R2--S10-RNAseq_S17	3830900.0	3632434.0	94.82	198466.0	5.18
DDB-PD-004-AMBR-R3--S10-RNAseq_S18	912047.0	45371.0	4.97	866676.0	95.03
DDB-PD-004-AMBR-R4--S07-RNAseq_S10	4131247.0	3903073.0	94.48	228174.0	5.52
DDB-PD-004-AMBR-R4--S10-RNAseq_S19	5163832.0	4917078.0	95.22	246754.0	4.78
DDB-PD-004-AMBR-R5--S07-RNAseq_S11	5960828.0	5625409.0	94.37	335419.0	5.63
DDB-PD-004-AMBR-R5--S10-RNAseq_S20	5545809.0	5217783.0	94.09	328026.0	5.91
DDB-PD-004-AMBR-R6--S07-RNAseq_S12	5999130.0	5681164.0	94.7	317966.0	5.3
DDB-PD-004-AMBR-R7--S07-RNAseq_S13	322903.0	21037.0	6.51	301866.0	93.49
DDB-PD-004-AMBR-R8--S07-RNAseq_S15	6886701.0	6487249.0	94.2	399452.0	5.8
DDB-PD-005-AMBR-R1--S02-RNAseq_S21	3597700.0	3402970.0	94.59	194730.0	5.41
DDB-PD-005-AMBR-R2--S02-RNAseq_S22	4431472.0	4213525.0	95.08	217947.0	4.92
DDB-PD-005-AMBR-R3--S02-RNAseq_S23	4878938.0	4643316.0	95.17	235622.0	4.83
