Sample	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed
DDB-I-SF-S1-001-A4-RNAseq_S14	6245408	1235209	843917216	3480489	821956969	2.6021802356500334
DDB-PD-004-AMBR-R1--S10-RNAseq_S16	5450531	975318	772939147	3449190	766654625	0.8130681470064034
DDB-PD-004-AMBR-R2--S10-RNAseq_S17	3857576	729412	529255909	1996869	521941794	1.3819618969998122
DDB-PD-004-AMBR-R3--S10-RNAseq_S18	2079928	1168424	312981353	1299669	136553692	56.3700231048589
DDB-PD-004-AMBR-R4--S07-RNAseq_S10	4307570	840195	570884471	3422895	563776654	1.2450534847356183
DDB-PD-004-AMBR-R4--S10-RNAseq_S19	5177423	953241	701818250	2620252	695410515	0.9130191470512485
DDB-PD-004-AMBR-R5--S07-RNAseq_S11	6259849	1146954	838630038	4482615	829125022	1.1333979906882372
DDB-PD-004-AMBR-R5--S10-RNAseq_S20	5561682	1010535	761846346	3592077	752430134	1.2359725880998056
DDB-PD-004-AMBR-R6--S07-RNAseq_S12	6657233	1836046	896634446	3138764	791642383	11.70957277722074
DDB-PD-004-AMBR-R7--S07-RNAseq_S13	5482168	5158404	826966835	786661	48640874	94.1181590432221
DDB-PD-004-AMBR-R8--S07-RNAseq_S15	7022318	1262340	963853705	5117510	953623253	1.0614112854398374
DDB-PD-005-AMBR-R1--S02-RNAseq_S21	3628873	631538	507013769	2140274	499642015	1.453955385578493
DDB-PD-005-AMBR-R2--S02-RNAseq_S22	4438551	782105	628490244	2840520	623555999	0.7850949234464172
DDB-PD-005-AMBR-R3--S02-RNAseq_S23	4884718	862601	673891674	2725815	668497430	0.8004615887270926
