Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned
DDB-I-SF-S1-001-A4-RNAseq_S14	6133805	4083338	505823	337126	0	0	0	0	18842	0	0	0	0	940445	243221	5010	66.57104358550687
DDB-PD-004-AMBR-R1--S10-RNAseq_S16	5425396	4236650	58975	290699	0	0	0	0	7077	0	0	0	0	577310	250036	4649	78.08923072159156
DDB-PD-004-AMBR-R2--S10-RNAseq_S17	3830900	2974197	21686	198466	0	0	0	0	5579	0	0	0	0	447528	180175	3269	77.63703046281553
DDB-PD-004-AMBR-R3--S10-RNAseq_S18	912047	42001	268	866676	0	0	0	0	663	0	0	0	0	798	1445	196	4.605135480956574
DDB-PD-004-AMBR-R4--S07-RNAseq_S10	4131247	2898974	387479	228174	0	0	0	0	31305	0	0	0	0	406916	175427	2972	70.1718875680878
DDB-PD-004-AMBR-R4--S10-RNAseq_S19	5163832	3932125	112309	246754	0	0	0	0	9886	0	0	0	0	623290	235091	4377	76.14742307650597
DDB-PD-004-AMBR-R5--S07-RNAseq_S11	5960828	4559934	203907	335419	0	0	0	0	31762	0	0	0	0	547118	277995	4693	76.49833211090808
DDB-PD-004-AMBR-R5--S10-RNAseq_S20	5545809	4220705	115543	328026	0	0	0	0	12409	0	0	0	0	620446	243867	4813	76.10620921131614
DDB-PD-004-AMBR-R6--S07-RNAseq_S12	5999130	3925788	929171	317966	0	0	0	0	19471	0	0	0	0	585906	216340	4488	65.43928869686104
DDB-PD-004-AMBR-R7--S07-RNAseq_S13	322903	16707	2072	301866	0	0	0	0	13	0	0	0	0	1831	403	11	5.173999622177558
DDB-PD-004-AMBR-R8--S07-RNAseq_S15	6886701	5330864	185749	399452	0	0	0	0	32989	0	0	0	0	616327	315672	5648	77.40809423844595
DDB-PD-005-AMBR-R1--S02-RNAseq_S21	3597700	2796974	26472	194730	0	0	0	0	11712	0	0	0	0	378798	185343	3671	77.74339161130722
DDB-PD-005-AMBR-R2--S02-RNAseq_S22	4431472	3444703	71631	217947	0	0	0	0	5787	0	0	0	0	459292	227781	4331	77.73270371560511
DDB-PD-005-AMBR-R3--S02-RNAseq_S23	4878938	3803087	45718	235622	0	0	0	0	7245	0	0	0	0	533288	249829	4149	77.94907416327078
