Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
ecoli_00001	6372886	4591217	53675	249373	0	0	0	0	148499	0	0	0	0	828772	255663	245687	72.04298021336018	6372886.0	6123513.0	96.09	249373.0	3.91	ecoli_00001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6372886.0	0.0	20-30	52.0	24.41006528369112	29.526617454007486	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		6496162	2056266	6496162	201381022	10060007	188572802	6.360192173421386	0.0374	0.4471	0.5155		
ecoli_00002	4346353	3190015	26563	207348	0	0	0	0	81696	0	0	0	0	455421	180132	205178	73.39521203178849	4346353.0	4139005.0	95.23	207348.0	4.77	ecoli_00002_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4346353.0	0.0	20-30	51.0	27.76035028870588	29.421424812940874	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		4394188	1290347	4394188	136219828	4672527	129625137	4.841212249952334	0.0385	0.4453	0.5161		
ecoli_00003	11421794	8786589	4930	184874	0	0	0	0	12177	0	0	0	0	1822976	318840	291408	76.92827413977174	11421794.0	11236920.0	98.38	184874.0	1.62	ecoli_00003_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11421794.0	0.0	20-31	52.0	16.756661441411875	30.45837221368202	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass		11445313	812673	11445313	354804703	5202270	348514249	1.7729342217879227	0.0245	0.5114	0.4641		
ecoli_00004	10539531	7964569	2810	137995	0	0	0	0	4143	0	0	0	0	1982560	246197	201257	75.56853336263255	10539531.0	10401536.0	98.69	137995.0	1.31	ecoli_00004_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10539531.0	0.0	20-31	52.0	14.343977263901165	30.46030852796012	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		10563549	1411164	10563549	327470019	6001546	319757327	2.355236068191024	0.0221	0.5315	0.4465		
ecoli_00005	10713890	8169975	1150	569116	0	0	0	0	39894	0	0	0	0	1332017	352760	248978	76.2559163851785	10713890.0	10144774.0	94.69	569116.0	5.31	ecoli_00005_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10713890.0	0.0	20-31	51.0	15.876551529280851	30.45475070212593	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		10848313	869351	10848313	336297703	4835888	329837743	1.9209051808480533	0.0296	0.4549	0.5154		
ecoli_00006	8880301	6735670	1531	516592	0	0	0	0	34135	0	0	0	0	1132305	287875	172193	75.84956861259545	8880301.0	8363709.0	94.18	516592.0	5.82	ecoli_00006_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8880301.0	0.0	20-31	52.0	21.067760455116385	30.29758844886001	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		9037985	734074	9037985	280177535	4043231	274362400	2.0755179390096354	0.0308	0.4552	0.514		
ecoli_00007	11279512	8620695	3508	177513	0	0	0	0	7619	0	0	0	0	1874274	325621	270282	76.42790751940332	11279512.0	11101999.0	98.43	177513.0	1.57	ecoli_00007_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11279512.0	0.0	20-31	53.0	20.803979509982046	30.30930309750989	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		11303219	838237	11303219	350399789	5249788	344050948	1.8118849380928141	0.0266	0.5077	0.4656		
ecoli_00008	11767212	8976206	2173	155105	0	0	0	0	4234	0	0	0	0	2134311	282275	212908	76.28150151454737	11767212.0	11612107.0	98.68	155105.0	1.32	ecoli_00008_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11767212.0	0.0	20-31	51.0	13.621478025093223	30.453943635926677	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		11791043	1540767	11791043	365522333	6390710	357267590	2.2583416264198557	0.0231	0.5273	0.4496		
ecoli_00009	10556680	7863039	1711	601583	0	0	0	0	25278	0	0	0	0	1582242	305939	176888	74.48401391346522	10556680.0	9955097.0	94.3	601583.0	5.7	ecoli_00009_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10556680.0	0.0	20-31	52.0	15.959560995261752	30.459583126513262	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass		10702587	829994	10702587	331780197	4807523	325391623	1.9255440974977784	0.0288	0.4796	0.4915		
ecoli_00010	10032103	7410337	1940	511102	0	0	0	0	54794	0	0	0	0	1592760	297400	163770	73.86623721865695	10032103.0	9521001.0	94.91	511102.0	5.09	ecoli_00010_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10032103.0	0.0	20-31	52.0	16.695532827791375	30.458130065052167	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass		10191100	815531	10191100	315924100	4542148	309322490	2.0896189939292382	0.0288	0.4813	0.4899		
ecoli_00011	10673671	8476449	1757	169720	0	0	0	0	10109	0	0	0	0	1340857	353621	321158	79.41456130697676	10673671.0	10503951.0	98.41	169720.0	1.59	ecoli_00011_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10673671.0	0.0	20-31	53.0	20.989451997450274	30.27649793590228	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		10705755	794563	10705755	331878405	5006918	325842725	1.8186419812400871	0.0288	0.4654	0.5059		
ecoli_00012	10810317	8650952	1089	137760	0	0	0	0	9303	0	0	0	0	1341144	353886	316183	80.02496134017161	10810317.0	10672557.0	98.73	137760.0	1.27	ecoli_00012_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10810317.0	0.0	20-31	53.0	19.018822726524263	30.321298256101088	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		10835549	797592	10835549	335902019	4993639	329867120	1.7966248068309467	0.0285	0.46299999999999997	0.5085		
ecoli_00013	7211277	3187442	380	3262514	0	0	0	0	3293	0	0	0	0	520993	164748	71907	44.200798277475684	7211277.0	3948763.0	54.76	3262514.0	45.24	ecoli_00013_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7211277.0	0.0	20-31	51.0	20.73121996188769	30.450871738805766	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass		8328676	1820123	8328676	258188956	36639356	219216620	15.094501563420858	0.0325	0.4594	0.5081		
ecoli_00014	9709633	6503219	627	1637721	0	0	0	0	5715	0	0	0	0	1112276	338413	111662	66.97698048937586	9709633.0	8071912.0	83.13	1637721.0	16.87	ecoli_00014_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9709633.0	0.0	20-31	50.0	15.908644898043239	29.93153489941381	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass		10233764	4370518	10233764	317246684	20085857	291346029	8.1642003860945	0.0285	0.4743	0.4972		
ecoli_00015	10675400	8499105	2160	188959	0	0	0	0	8702	0	0	0	0	1341040	359096	276338	79.61392547351855	10675400.0	10486441.0	98.23	188959.0	1.77	ecoli_00015_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10675400.0	0.0	20-31	51.0	16.829353569016238	30.41218951983064	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass		10711415	835725	10711415	332053865	5308919	325631988	1.933986523541896	0.0286	0.46299999999999997	0.5084		
ecoli_00016	8610540	6759499	729	153244	0	0	0	0	15511	0	0	0	0	1103051	403148	175358	78.50261423789914	8610540.0	8457296.0	98.22	153244.0	1.78	ecoli_00016_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8610540.0	0.0	20-31	50.0	19.244862022673733	29.909578725608387	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass		8635899	4155052	8635899	267712869	4251707	258271150	3.5268080444799237	0.0303	0.4614	0.5083		
ecoli_00017	10980944	8718174	942	194054	0	0	0	0	13758	0	0	0	0	1368552	361825	323639	79.39366597261585	10980944.0	10786890.0	98.23	194054.0	1.77	ecoli_00017_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10980944.0	0.0	20-31	53.0	20.18965242104708	30.290639129022054	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		11011905	1453377	11011905	341369055	6629177	332960940	2.4630571742948404	0.0276	0.4649	0.5075		
ecoli_00018	9904977	7932460	1875	160467	0	0	0	0	10634	0	0	0	0	1175050	319587	304904	80.08559737190706	9904977.0	9744510.0	98.38	160467.0	1.62	ecoli_00018_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9904977.0	0.0	20-31	53.0	20.254176444900445	30.316159239945737	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		9930142	1287480	9930142	307834402	5735833	300528274	2.373395550507704	0.0268	0.4623	0.5109		
ecoli_00019	7946523	6500017	983	98322	0	0	0	0	1491	0	0	0	0	1035827	198617	111266	81.79699473593669	7946523.0	7848201.0	98.76	98322.0	1.24	ecoli_00019_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7946523.0	0.0	20-76	52.0	20.378753604094147	75.29883421969582	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		7953402	637547	7953402	601338257	169786	600365969	0.16168736791346372	0.0132	0.4782	0.5086		
ecoli_00020	8027816	6480100	1102	111152	0	0	0	0	2050	0	0	0	0	1114795	200596	118021	80.72058452759755	8027816.0	7916664.0	98.62	111152.0	1.38	ecoli_00020_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8027816.0	0.0	20-76	52.0	21.28854220695088	75.29452394025971	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		8039029	652122	8039029	607651741	284530	606532879	0.18412882322343246	0.0136	0.4797	0.5067		
