Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
DDB-I-SF-S1-001-A6-RNAseq_S14	1698208	1178852	127918	48976	0	0	0	0	3812	0	0	0	0	262565	74557	1528	69.41740941039025	1698208.0	1649232.0	97.12	48976.0	2.88	DDB-I-SF-S1-001-A6-RNAseq_S14_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1698208.0	0.0	20-151	51.0	29.156987619848362	132.5901503231642	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	1717005	313324	229489173	499521	225330646	1.812079823042458	0.0243	0.4511	0.5246
DDB-PD-003-AMBR-R9--S12-RNAseq_S7	3803846	2612422	201751	327994	0	0	0	0	9708	0	0	0	0	484623	162946	4402	68.67843756030081	3803846.0	3475852.0	91.38	327994.0	8.62	DDB-PD-003-AMBR-R9--S12-RNAseq_S7_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3803846.0	0.0	20-151	53.0	23.073234410352224	134.1806642540208	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	4356777	1151151	596643787	1304460	511072650	14.34208129950744	0.0276	0.3959	0.5764
DDB-PD-004-AMBR-R1--S02-RNAseq_S15	778724	167139	18393	553218	0	0	0	0	519	0	0	0	0	28181	10993	281	21.463188498107158	778724.0	225506.0	28.96	553218.0	71.04	DDB-PD-004-AMBR-R1--S02-RNAseq_S15_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	778724.0	0.0	20-151	82.0	18.468800867123466	145.3351944976654	pass	warn	warn	pass	fail	fail	pass	warn	fail	fail	pass	781544	44622	114090999	5920409	107993941	5.344030689046732	0.0398	0.4001	0.5602
DDB-PD-004-AMBR-R1--S07-RNAseq_S16	1814352	1329771	171245	52007	0	0	0	0	3748	0	0	0	0	172252	83226	2103	73.29178681975714	1814352.0	1762345.0	97.13	52007.0	2.87	DDB-PD-004-AMBR-R1--S07-RNAseq_S16_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1814352.0	0.0	20-151	51.0	33.91236679337665	132.863735372188	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	1835428	321748	245751107	529216	241400207	1.7704498071701464	0.0277	0.3759	0.5965
DDB-PD-004-AMBR-R6--S10-RNAseq_S17	1564726	1149267	72183	51648	0	0	0	0	2568	0	0	0	0	219674	67268	2118	73.44845039962267	1564726.0	1513078.0	96.7	51648.0	3.3	DDB-PD-004-AMBR-R6--S10-RNAseq_S17_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1564726.0	0.0	20-151	51.0	29.32078500739814	135.11663511694698	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	1590846	285895	216627534	450127	211627479	2.308134569818812	0.0249	0.413	0.562
DDB-PD-004-AMBR-R7--S10-RNAseq_S18	2764193	2033556	140270	91160	0	0	0	0	4412	0	0	0	0	365862	125565	3368	73.56780080117416	2764193.0	2673033.0	96.7	91160.0	3.3	DDB-PD-004-AMBR-R7--S10-RNAseq_S18_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2764193.0	0.0	20-151	51.0	23.971972271048422	132.90140594379622	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2797697	488980	375154609	1548089	371585293	0.9514253362138488	0.026000000000000002	0.3974	0.5766
DDB-PD-004-AMBR-R8--S10-RNAseq_S19	2129414	1576190	96859	78691	0	0	0	0	3986	0	0	0	0	285853	85540	2295	74.0198946752487	2129414.0	2050723.0	96.3	78691.0	3.7	DDB-PD-004-AMBR-R8--S10-RNAseq_S19_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2129414.0	0.0	20-151	51.0	33.02146135135313	133.99718420185084	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2155003	372913	291085417	627368	285751162	1.832539415741325	0.0243	0.41	0.5657
DDB-PD-006-AMBR-R2--S07-RNAseq_S21	1662329	1127256	230366	63055	0	0	0	0	5098	0	0	0	0	171984	63009	1561	67.81184711329706	1662329.0	1599274.0	96.21	63055.0	3.79	DDB-PD-006-AMBR-R2--S07-RNAseq_S21_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1662329.0	0.0	20-151	51.0	31.16953213088675	131.5728384694005	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	1678290	316817	222976848	867189	220615480	1.0590193650956985	0.0278	0.371	0.6011
DDB-PD-006-AMBR-R2--S10-RNAseq2_S27	2746308	2045603	57610	89674	0	0	0	0	4934	0	0	0	0	417906	126944	3637	74.48556389159555	2746308.0	2656634.0	96.73	89674.0	3.27	DDB-PD-006-AMBR-R2--S10-RNAseq2_S27_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2746308.0	0.0	20-151	51.0	28.691541354543613	136.28838862938898	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2757106	489067	378798680	1297695	375591258	0.8467352631746237	0.0251	0.4342	0.5408
DDB-PD-006-AMBR-R4--S02-RNAseq_S20	2319936	1787622	85772	81248	0	0	0	0	3992	0	0	0	0	240471	117910	2921	77.05479806339484	2319936.0	2238688.0	96.5	81248.0	3.5	DDB-PD-006-AMBR-R4--S02-RNAseq_S20_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2319936.0	0.0	20-151	51.0	27.261585236022672	136.28343497406826	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2333527	402399	320471467	1122249	317724649	0.8571178038761248	0.0227	0.4336	0.5437
DDB-PD-006-AMBR-R4--S07-RNAseq_S22	1689016	1176434	192499	51848	0	0	0	0	3136	0	0	0	0	189440	73486	2173	69.65203408375055	1689016.0	1637168.0	96.93	51848.0	3.07	DDB-PD-006-AMBR-R4--S07-RNAseq_S22_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1689016.0	0.0	20-151	51.0	32.63121287287837	135.26439477186716	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	1710475	307336	233424326	801737	231492721	0.8275080121683632	0.0249	0.3857	0.5894
DDB-PD-006-AMBR-R4--S10-RNAseq_S28	2783287	2040875	121406	94585	0	0	0	0	5044	0	0	0	0	396047	121614	3716	73.32607093698925	2783287.0	2688702.0	96.6	94585.0	3.4	DDB-PD-006-AMBR-R4--S10-RNAseq_S28_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2783287.0	0.0	20-151	51.0	29.61243323897433	134.59480319492744	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2823036	494583	384005087	1719552	380056423	1.0282842945775872	0.0236	0.4179	0.5585
DDB-PD-006-AMBR-R5--S07-RNAseq2_S23	2139141	1609600	80286	75964	0	0	0	0	3515	0	0	0	0	270417	96543	2816	75.2451568176198	2139141.0	2063177.0	96.45	75964.0	3.55	DDB-PD-006-AMBR-R5--S07-RNAseq2_S23_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2139141.0	0.0	20-151	51.0	32.529358877440714	134.46178302412042	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2175976	375445	295708419	1189686	292883801	0.955203781330284	0.0241	0.4236	0.5523
DDB-PD-006-AMBR-R5--S10-RNAseq_S8	2082124	1343810	197433	71833	0	0	0	0	3808	0	0	0	0	382401	80646	2193	64.54034437910519	2082124.0	2010291.0	96.55	71833.0	3.45	DDB-PD-006-AMBR-R5--S10-RNAseq_S8_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2082124.0	0.0	20-151	51.0	26.759672308127662	132.26015549506178	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2104974	338655	280737484	1068146	278387330	0.8371358062039197	0.0478	0.3866	0.5656
DDB-PD-006-AMBR-R6--S07-RNAseq2_S24	2092819	1449542	124753	126594	0	0	0	0	3148	0	0	0	0	305402	81173	2207	69.26265482108104	2092819.0	1966225.0	93.95	126594.0	6.05	DDB-PD-006-AMBR-R6--S07-RNAseq2_S24_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2092819.0	0.0	20-151	52.0	33.575213791204554	135.74370119919593	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2127810	359136	293285538	1363948	289110294	1.4236105975331113	0.0199	0.4389	0.5412
DDB-PD-006-AMBR-R6--S10-RNAseq_S9	954149	668817	40560	45888	0	0	0	0	1532	0	0	0	0	157876	38526	950	70.09565591956812	954149.0	908261.0	95.19	45888.0	4.81	DDB-PD-006-AMBR-R6--S10-RNAseq_S9_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	954149.0	0.0	20-151	51.0	32.15465294970393	134.8353642879676	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	961526	166302	130526525	473201	129537264	0.7579003578008379	0.0209	0.4435	0.5355
DDB-PD-006-AMBR-R7--S07-RNAseq2_S25	1956543	1397786	75367	79067	0	0	0	0	4950	0	0	0	0	318493	78886	1994	71.44161922329333	1956543.0	1877476.0	95.96	79067.0	4.04	DDB-PD-006-AMBR-R7--S07-RNAseq2_S25_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1956543.0	0.0	20-151	51.0	31.384522715909494	134.2869653260879	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	1973297	353283	267598311	1045529	264900567	1.008131923523239	0.0235	0.4497	0.5269
DDB-PD-006-AMBR-R7--S10-RNAseq_S10	958971	683810	35715	46795	0	0	0	0	1660	0	0	0	0	150631	39382	978	71.3066401382315	958971.0	912176.0	95.12	46795.0	4.88	DDB-PD-006-AMBR-R7--S10-RNAseq_S10_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	958971.0	0.0	20-151	51.0	38.059752760563356	133.97187819026854	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	969487	163618	130956975	531762	129925648	0.7875311719746123	0.0208	0.4397	0.5395
DDB-PD-006-AMBR-R8--S09-RNAseq2_S26	2091192	1521870	58022	68005	0	0	0	0	3856	0	0	0	0	321464	115771	2204	72.77524015011535	2091192.0	2023187.0	96.75	68005.0	3.25	DDB-PD-006-AMBR-R8--S09-RNAseq2_S26_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2091192.0	0.0	20-151	51.0	27.509338815921478	134.7157936717432	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2110368	372687	286717331	1104437	284009552	0.9444071589798664	0.0294	0.4654	0.5052
DDB-PD-009-AMBR-R1--S02-RNAseq_S11	1219474	966020	22349	39110	0	0	0	0	1984	0	0	0	0	128866	59698	1447	79.21612104891125	1219474.0	1180364.0	96.79	39110.0	3.21	DDB-PD-009-AMBR-R1--S02-RNAseq_S11_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1219474.0	0.0	20-151	51.0	33.659108302841766	134.65346944666308	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	1233667	215916	167499095	704334	165961734	0.9178324217214426	0.0241	0.4345	0.5414
DDB-PD-009-AMBR-R1--S07-RNAseq_S36	2665972	1927547	54612	165826	0	0	0	0	7397	0	0	0	0	397412	109411	3767	72.30184713117768	2665972.0	2500146.0	93.78	165826.0	6.22	DDB-PD-009-AMBR-R1--S07-RNAseq_S36_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2665972.0	0.0	20-151	52.0	30.78007203046031	137.5627354675893	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2835162	453788	394422108	2110359	390664288	0.9527407119886899	0.0348	0.436	0.5292
DDB-PD-009-AMBR-R1--S10-RNAseq_S2	3096505	2311484	143680	142768	0	0	0	0	12286	0	0	0	0	339708	144098	2481	74.64815978013922	3096505.0	2953737.0	95.39	142768.0	4.61	DDB-PD-009-AMBR-R1--S10-RNAseq_S2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3096505.0	0.0	20-151	51.0	30.10655136808743	129.4802679149557	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	3300886	754081	433864597	1067700	401371829	7.489149431567933	0.027999999999999997	0.3912	0.5808
