Sample	featureCounts_mqc-generalstats-featurecounts-percent_assigned	featureCounts_mqc-generalstats-featurecounts-Assigned	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned_percentage	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
DDB-I-SF-S1-001-A3_S21	73.67686966510828	3722501	95.98	4849295.0	1.3100577876758224	80.89785507752664	51.0	133.87604594902018	45.45454545454545	5052469.0
DDB-PD-003-AMBR-R10--S03-RNA_S2	72.80247209313467	3039212	95.62	3991722.0	4.37984978477017	74.30350792832306	51.0	134.36442317826857	27.27272727272727	4174600.0
DDB-PD-003-AMBR-R10--S07-RNA_S8	71.97515854622907	1155012	94.29	1513028.0	11.176406604838666	72.87426031904954	51.0	135.40309222009589	45.45454545454545	1604737.0
DDB-PD-003-AMBR-R10--S12-RNA_S13	69.57549997712157	2083151	94.61	2832619.0	3.9265583460892546	76.51027092733818	51.0	139.6279062699247	45.45454545454545	2994087.0
DDB-PD-003-AMBR-R15--S03-RNA_S3	74.29414932739226	2603082	95.65	3351489.0	5.675755663166818	72.17100076557915	51.0	134.66319124846487	27.27272727272727	3503751.0
DDB-PD-003-AMBR-R15--S07-RNA_S9	4.188334504567814	31290	5.86	43789.0	1.031127139972624	84.45914424350687	84.0	146.34844694307802	54.54545454545454	747075.0
DDB-PD-003-AMBR-R15--S12-RNA_S14	70.80933155653074	1864016	95.36	2510212.0	0.9476196368286928	75.82225807303737	51.0	137.21659568066787	45.45454545454545	2632444.0
DDB-PD-003-AMBR-R16--S03-RNA_S4	74.43399073988259	2064030	95.66	2652727.0	2.247289931389412	68.96361000217104	51.0	136.16233983311017	27.27272727272727	2772967.0
DDB-PD-003-AMBR-R16--S07-RNA_S10	71.92790513105297	2559379	95.49	3397638.0	3.331216471847948	72.88432547582971	51.0	134.74055632871833	27.27272727272727	3558256.0
DDB-PD-003-AMBR-R16--S12-RNA_S15	72.55813785391008	4216053	96.01	5578564.0	1.5747124589641468	83.12448500841145	51.0	134.97109981678267	45.45454545454545	5810586.0
DDB-PD-003-AMBR-R21--S03-RNA_S5	77.6961644140967	1889197	95.49	2321877.0	5.5592270439501865	69.40850574959812	51.0	136.42969312598422	27.27272727272727	2431519.0
DDB-PD-003-AMBR-R21--S07-RNA_S11	72.16145622361839	1291571	94.73	1695505.0	0.9724884567233829	73.1522763904263	51.0	138.07519631697895	45.45454545454545	1789835.0
DDB-PD-003-AMBR-R21--S12-RNA_S16	71.96250402544248	2551930	95.19	3375717.0	1.0145637116484405	78.41024421030477	51.0	136.64997882236563	45.45454545454545	3546194.0
DDB-PD-003-AMBR-R22--S03-RNA_S6	74.25264558446146	1080425	94.87	1380414.0	1.1513092846940574	62.48059656679	51.0	134.12418268312229	27.27272727272727	1455066.0
DDB-PD-003-AMBR-R22--S07-RNA_S12	71.3983487905615	1952028	94.78	2591218.0	1.1979567571380922	77.08467013338493	51.0	132.3626867047355	45.45454545454545	2733996.0
DDB-PD-003-AMBR-R22--S12-RNA_S17	72.00158324579668	3227062	95.91	4298408.0	1.0621164814405524	75.75996880749892	51.0	129.51822673793356	27.27272727272727	4481932.0
DDB-PD-003-AMBR-R9--S03-RNA_S1	76.36749553407311	6022204	95.29	7514474.0	4.35732333359584	85.37583911425395	51.0	135.09444672913574	45.45454545454545	7885821.0
DDB-PD-003-AMBR-R9--S07-RNA_S7	72.86998254199806	1909195	95.59	2504483.0	7.818667910778269	70.90032506259422	51.0	135.2223883798562	27.27272727272727	2620002.0
DDB-PD-009-AMBR-R11--S11-RNA_S20	72.74958004286354	6735653	95.96	8884586.0	0.946603928773577	85.78111305436558	51.0	137.06969284940416	45.45454545454545	9258683.0
DDB-PD-009-AMBR-R7--S10-RNA_S18	74.84540135653648	3742666	95.91	4796230.0	1.0111735578816552	76.01678666581844	51.0	132.66144601901118	27.27272727272727	5000529.0
DDB-PD-009-AMBR-R8--S10-RNA_S19	71.85728880925727	3027155	95.78	4035109.0	2.305037017529741	81.29049576705508	51.0	133.02365519572572	45.45454545454545	4212732.0
