Sample	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed
DDB-I-SF-S1-001-A3_S21	5101150	880306	687299834	910054	678295809	1.3100577876758224
DDB-PD-003-AMBR-R10--S03-RNA_S2	4341444	835251	589294708	967745	563484485	4.37984978477017
DDB-PD-003-AMBR-R10--S07-RNA_S8	1785873	442458	245320996	422535	217902924	11.176406604838666
DDB-PD-003-AMBR-R10--S12-RNA_S13	3107367	542505	436339193	635123	419206080	3.9265583460892546
DDB-PD-003-AMBR-R15--S03-RNA_S3	3688116	720685	502706982	735632	474174562	5.675755663166818
DDB-PD-003-AMBR-R15--S07-RNA_S9	2255537	20687	338371852	3113967	334882808	1.031127139972624
DDB-PD-003-AMBR-R15--S12-RNA_S14	2690576	439480	371369151	2257869	367849984	0.9476196368286928
DDB-PD-003-AMBR-R16--S03-RNA_S4	2826300	491808	388237311	599628	379512493	2.247289931389412
DDB-PD-003-AMBR-R16--S07-RNA_S10	3661575	683851	498350982	820167	481749832	3.331216471847948
DDB-PD-003-AMBR-R16--S12-RNA_S15	5887636	1006726	798873974	1209069	786294006	1.5747124589641468
DDB-PD-003-AMBR-R21--S03-RNA_S5	2560311	500579	352960094	536120	333338241	5.5592270439501865
DDB-PD-003-AMBR-R21--S07-RNA_S11	1950596	298358	272253720	1734621	269606084	0.9724884567233829
DDB-PD-003-AMBR-R21--S12-RNA_S16	3601472	600242	494768928	3282265	489749182	1.0145637116484405
DDB-PD-003-AMBR-R22--S03-RNA_S6	1605932	245296	219398387	1654424	216872433	1.1513092846940574
DDB-PD-003-AMBR-R22--S07-RNA_S12	2817804	478600	376372684	2686098	371863902	1.1979567571380922
DDB-PD-003-AMBR-R22--S12-RNA_S17	4635227	765470	607893495	3746611	601436958	1.0621164814405524
DDB-PD-003-AMBR-R9--S03-RNA_S1	8202214	1487103	1116710381	1695560	1068051699	4.35732333359584
DDB-PD-003-AMBR-R9--S07-RNA_S7	2816080	627392	386323327	555972	356117989	7.818667910778269
DDB-PD-009-AMBR-R11--S11-RNA_S20	9323363	1565920	1283923469	7865623	1271769799	0.946603928773577
DDB-PD-009-AMBR-R7--S10-RNA_S18	5148509	867973	690374461	4261049	683393577	1.0111735578816552
DDB-PD-009-AMBR-R8--S10-RNA_S19	4290453	779902	575161826	794587	561904133	2.305037017529741
