Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned
DDB-I-SF-S1-001-A3_S21	5052469	3722501	168232	203174	0	0	0	0	8909	0	0	0	0	722656	222057	4940	73.67686966510828
DDB-PD-003-AMBR-R10--S03-RNA_S2	4174600	3039212	227435	182878	0	0	0	0	11914	0	0	0	0	513097	196097	3967	72.80247209313467
DDB-PD-003-AMBR-R10--S07-RNA_S8	1604737	1155012	31585	91709	0	0	0	0	5728	0	0	0	0	245412	73703	1588	71.97515854622907
DDB-PD-003-AMBR-R10--S12-RNA_S13	2994087	2083151	113633	161468	0	0	0	0	6934	0	0	0	0	502178	122375	4348	69.57549997712157
DDB-PD-003-AMBR-R15--S03-RNA_S3	3503751	2603082	127903	152262	0	0	0	0	9835	0	0	0	0	439937	166786	3946	74.29414932739226
DDB-PD-003-AMBR-R15--S07-RNA_S9	747075	31290	6013	703286	0	0	0	0	532	0	0	0	0	5048	791	115	4.188334504567814
DDB-PD-003-AMBR-R15--S12-RNA_S14	2632444	1864016	95074	122232	0	0	0	0	6903	0	0	0	0	426501	114162	3556	70.80933155653074
DDB-PD-003-AMBR-R16--S03-RNA_S4	2772967	2064030	82406	120240	0	0	0	0	7105	0	0	0	0	366121	130159	2906	74.43399073988259
DDB-PD-003-AMBR-R16--S07-RNA_S10	3558256	2559379	161075	160618	0	0	0	0	11140	0	0	0	0	502602	159784	3658	71.92790513105297
DDB-PD-003-AMBR-R16--S12-RNA_S15	5810586	4216053	225428	232022	0	0	0	0	19133	0	0	0	0	849315	261517	7118	72.55813785391008
DDB-PD-003-AMBR-R21--S03-RNA_S5	2431519	1889197	19749	109642	0	0	0	0	6765	0	0	0	0	281135	122230	2801	77.6961644140967
DDB-PD-003-AMBR-R21--S07-RNA_S11	1789835	1291571	66132	94330	0	0	0	0	5503	0	0	0	0	250343	80031	1925	72.16145622361839
DDB-PD-003-AMBR-R21--S12-RNA_S16	3546194	2551930	104711	170477	0	0	0	0	8750	0	0	0	0	547443	158823	4060	71.96250402544248
DDB-PD-003-AMBR-R22--S03-RNA_S6	1455066	1080425	50210	74652	0	0	0	0	4639	0	0	0	0	174763	68934	1443	74.25264558446146
DDB-PD-003-AMBR-R22--S07-RNA_S12	2733996	1952028	85496	142778	0	0	0	0	10958	0	0	0	0	420049	120135	2552	71.3983487905615
DDB-PD-003-AMBR-R22--S12-RNA_S17	4481932	3227062	75480	183524	0	0	0	0	12988	0	0	0	0	783960	194297	4621	72.00158324579668
DDB-PD-003-AMBR-R9--S03-RNA_S1	7885821	6022204	194287	371347	0	0	0	0	24504	0	0	0	0	856407	408504	8568	76.36749553407311
DDB-PD-003-AMBR-R9--S07-RNA_S7	2620002	1909195	36119	115519	0	0	0	0	7444	0	0	0	0	427938	121202	2585	72.86998254199806
DDB-PD-009-AMBR-R11--S11-RNA_S20	9258683	6735653	400192	374097	0	0	0	0	12652	0	0	0	0	1323524	401361	11204	72.74958004286354
DDB-PD-009-AMBR-R7--S10-RNA_S18	5000529	3742666	198955	204299	0	0	0	0	11698	0	0	0	0	612253	225365	5293	74.84540135653648
DDB-PD-009-AMBR-R8--S10-RNA_S19	4212732	3027155	142270	177623	0	0	0	0	10095	0	0	0	0	670864	180575	4150	71.85728880925727
