Sample	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage
DDB-I-SF-S1-001-A3_S21	5052469.0	4849295.0	95.98	203174.0	4.02
DDB-PD-003-AMBR-R10--S03-RNA_S2	4174600.0	3991722.0	95.62	182878.0	4.38
DDB-PD-003-AMBR-R10--S07-RNA_S8	1604737.0	1513028.0	94.29	91709.0	5.71
DDB-PD-003-AMBR-R10--S12-RNA_S13	2994087.0	2832619.0	94.61	161468.0	5.39
DDB-PD-003-AMBR-R15--S03-RNA_S3	3503751.0	3351489.0	95.65	152262.0	4.35
DDB-PD-003-AMBR-R15--S07-RNA_S9	747075.0	43789.0	5.86	703286.0	94.14
DDB-PD-003-AMBR-R15--S12-RNA_S14	2632444.0	2510212.0	95.36	122232.0	4.64
DDB-PD-003-AMBR-R16--S03-RNA_S4	2772967.0	2652727.0	95.66	120240.0	4.34
DDB-PD-003-AMBR-R16--S07-RNA_S10	3558256.0	3397638.0	95.49	160618.0	4.51
DDB-PD-003-AMBR-R16--S12-RNA_S15	5810586.0	5578564.0	96.01	232022.0	3.99
DDB-PD-003-AMBR-R21--S03-RNA_S5	2431519.0	2321877.0	95.49	109642.0	4.51
DDB-PD-003-AMBR-R21--S07-RNA_S11	1789835.0	1695505.0	94.73	94330.0	5.27
DDB-PD-003-AMBR-R21--S12-RNA_S16	3546194.0	3375717.0	95.19	170477.0	4.81
DDB-PD-003-AMBR-R22--S03-RNA_S6	1455066.0	1380414.0	94.87	74652.0	5.13
DDB-PD-003-AMBR-R22--S07-RNA_S12	2733996.0	2591218.0	94.78	142778.0	5.22
DDB-PD-003-AMBR-R22--S12-RNA_S17	4481932.0	4298408.0	95.91	183524.0	4.09
DDB-PD-003-AMBR-R9--S03-RNA_S1	7885821.0	7514474.0	95.29	371347.0	4.71
DDB-PD-003-AMBR-R9--S07-RNA_S7	2620002.0	2504483.0	95.59	115519.0	4.41
DDB-PD-009-AMBR-R11--S11-RNA_S20	9258683.0	8884586.0	95.96	374097.0	4.04
DDB-PD-009-AMBR-R7--S10-RNA_S18	5000529.0	4796230.0	95.91	204299.0	4.09
DDB-PD-009-AMBR-R8--S10-RNA_S19	4212732.0	4035109.0	95.78	177623.0	4.22
