Sample	Rockhopper_mqc-generalstats-rockhopper-mRNA_sense	Rockhopper_mqc-generalstats-rockhopper-mRNA_antisense	Rockhopper_mqc-generalstats-rockhopper-rRNA_sense	Rockhopper_mqc-generalstats-rockhopper-rRNA_antisense	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
DDB1__HMP3396_03_M1_5h_fixedVol__1	2374102	49460	1632195	49460	1.0346939598442009	80.43768136527439	50.0	134.87458880419675	18.181818181818183	6171634.0
DDB1__HMP3396_03_M1_5h_fixedconc__1	1438977	30617	949113	91850	1.2125528035170636	78.38540500372125	50.0	127.77063777713602	27.27272727272727	3777793.0
DDB1__HMP3396_03_M2_72h_fixedVol__1	908387	0	3633547	53435	0.9899774615502236	86.7820821815611	50.0	133.9056029049976	27.27272727272727	7568199.0
DDB1__HMP3396_03_M2_72h_fixedconc__1	921225	40053	2283037	120160	0.9648926929652808	83.98648704216353	50.0	127.96408365976426	27.27272727272727	5835589.0
DDB1__HMP3396_11_M1_5h_fixedconc__1	3123583	54800	1150794	54800	0.7341416251586271	82.27903902629794	50.0	136.20485406029718	18.181818181818183	6895382.0
DDB1__HMP3396_11_M2_16h_fixedVol__1	1664172	0	2845197	53683	0.7086826849313563	83.05333560202402	50.0	135.79885186681472	18.181818181818183	6965394.0
DDB1__HMP3396_11_M2_16h_fixedconc__1	2129286	62626	3006051	125252	1.6155180490522312	80.9970940262352	50.0	131.32413568083751	18.181818181818183	8541781.0
DDB1__HMP3397_03_M1_5h_fixedconc__1	2868623	53123	1274944	106245	0.9449447286369144	80.6593193316294	50.0	132.13217603669153	18.181818181818183	6585059.0
DDB1__HMP3397_03_M2_72h_fixedVol__1	1330966	41593	1580523	83185	1.4181991193782821	84.72780456940465	50.0	130.73353053718247	36.36363636363637	6329153.0
DDB1__HMP3397_03_M2_72h_fixedconc__1	1282215	0	2465798	49316	1.0002458347279723	83.40208215291553	50.0	133.99133906784124	27.27272727272727	7115054.0
DDB1__HMP3397_11_M1_5h_fixedconc__1	3593550	74866	2545431	74866	0.7120547326976417	82.97589564845447	50.0	135.890253843367	18.181818181818183	9362624.0
DDB1__HMP3397_11_M2_16h_fixedVol__1	2602994	57844	1677485	115689	0.9211440010854872	84.041750050959	50.0	132.08344538262668	36.36363636363637	7905003.0
DDB1__HMP3397_11_M2_16h_fixedconc__1	1576519	47773	2197571	95547	1.1174545784555838	83.45389151045582	50.0	128.83457094381336	27.27272727272727	6149754.0
DDB1__HMP3427_03_M1_5h_fixedconc__1	2316409	49285	1675700	98571	1.0100393936654068	81.65131569636472	50.0	134.16428811823997	18.181818181818183	6064413.0
DDB1__HMP3427_03_M2_72h_fixedVol__1	1311123	0	2622246	104890	0.8784912816723209	84.74995397357519	50.0	132.87547822088422	36.36363636363637	7681074.0
DDB1__HMP3427_03_M2_72h_fixedconc__1	504700	0	3624666	45882	0.644249929592392	84.92792219779022	51.0	135.91164552010076	27.27272727272727	6109345.0
DDB1__HMP3427_11_M1_5h_fixedVol__1	2307833	39790	835595	39790	1.2792922873451675	76.92487533984297	51.0	135.21019562939122	18.181818181818183	5018111.0
DDB1__HMP3427_11_M1_5h_fixedconc__1	3407141	74068	2592390	74068	0.9640520203747862	82.36255314624606	50.0	132.27926604147262	18.181818181818183	9219431.0
DDB1__HMP3427_11_M2_16h_fixedVol__1	2998318	57660	1499159	57660	0.7249593370016626	83.12227027493394	50.0	133.3123810992456	18.181818181818183	8417209.0
DDB1__HMP3427_11_M2_16h_fixedconc__1	1352286	0	1909109	39773	0.7904318711855592	81.56459122949022	50.0	135.29986477772897	18.181818181818183	5510187.0
