Experiment	sample_id	study	project_id	condition_id	rep_id	contact	creator	run_date	Strain Description	Strain	Base Media	Carbon Source (g/L)	Nitrogen Source (g/L)	Electron Acceptor	Trace Element Mixture	Supplement	Temperature (C)	pH	Antibiotic for selection	Culture Type	Growth Rate (1/hr)	Evolved Sample	Isolate Type	Sequencing Machine	Additional Details	Biological Replicates	R1	R2	BAM	alignment	DOI	GEO	Published	Platform	LibraryLayout
minicoli_001	minicoli__aldA_AC_rna__1	Minicoli	minicoli	aldA_AC_rna	1	Sebastien.Rodrigue@usherbrooke.ca	Antoine 		Escherichia coli DGF +aldA	DGF																	s3://precise-db/raw_data/minicoli/AC_rna_1_S48_R1_001.fastq.gz	s3://precise-db/raw_data/minicoli/AC_rna_1_S48_R2_001.fastq.gz						ILLUMINA	PAIRED
minicoli_002	minicoli__aldA_AC_rna__2	Minicoli	minicoli	aldA_AC_rna	2	Sebastien.Rodrigue@usherbrooke.ca	Antoine 		Escherichia coli DGF +aldA	DGF																	s3://precise-db/raw_data/minicoli/AC_rna_4_S49_R1_001.fastq.gz	s3://precise-db/raw_data/minicoli/AC_rna_4_S49_R2_001.fastq.gz						ILLUMINA	PAIRED
minicoli_003	minicoli__aldA_AC_rna__3	Minicoli	minicoli	aldA_AC_rna	3	Sebastien.Rodrigue@usherbrooke.ca	Antoine 		Escherichia coli DGF +aldA	DGF																	s3://precise-db/raw_data/minicoli/AC_rna_6_S50_R1_001.fastq.gz	s3://precise-db/raw_data/minicoli/AC_rna_6_S50_R2_001.fastq.gz						ILLUMINA	PAIRED
minicoli_004	minicoli__aldA_AC_rna__4	Minicoli	minicoli	aldA_AC_rna	4	Sebastien.Rodrigue@usherbrooke.ca	Antoine 		Escherichia coli DGF +aldA	DGF																	s3://precise-db/raw_data/minicoli/AC_rna_7_S51_R1_001.fastq.gz	s3://precise-db/raw_data/minicoli/AC_rna_7_S51_R2_001.fastq.gz						ILLUMINA	PAIRED
minicoli_005	minicoli__aldA_AC_rna__5	Minicoli	minicoli	aldA_AC_rna	5	Sebastien.Rodrigue@usherbrooke.ca	Antoine 		Escherichia coli DGF +aldA	DGF																	s3://precise-db/raw_data/minicoli/AC_rna_8_S52_R1_001.fastq.gz	s3://precise-db/raw_data/minicoli/AC_rna_8_S52_R2_001.fastq.gz						ILLUMINA	PAIRED
minicoli_006	minicoli__aldA_f1c2__1	Minicoli	minicoli	aldA_f1c2	1	Sebastien.Rodrigue@usherbrooke.ca	Antoine 		Escherichia coli DGF +aldA	DGF																	s3://precise-db/raw_data/minicoli/demultiplexed_F1C2_355_r1.fastq.gz	s3://precise-db/raw_data/minicoli/demultiplexed_F1C2_355_r2.fastq.gz						ILLUMINA	PAIRED
minicoli_007	minicoli__aldA_minE__1	Minicoli	minicoli	aldA_minE	1	Sebastien.Rodrigue@usherbrooke.ca	Antoine 		Escherichia coli DGF +aldA	DGF																	s3://precise-db/raw_data/minicoli/demultiplexed_minE_354_r1.fastq.gz	s3://precise-db/raw_data/minicoli/demultiplexed_minE_354_r2.fastq.gz						ILLUMINA	PAIRED
minicoli_008	minicoli__mg1655_glc__1	Minicoli	minicoli	mg1655_glc	1	Sebastien.Rodrigue@usherbrooke.ca	Antoine 		Escherichia coli K-12 MG1655	MG1655																	s3://precise-db/raw_data/minicoli/UNK_HRS_MG1655_Glucose_1_S25_R1_001.fastq.gz	s3://precise-db/raw_data/minicoli/UNK_HRS_MG1655_Glucose_1_S25_R2_001.fastq.gz						ILLUMINA	PAIRED
minicoli_009	minicoli__mg1655_glc__2	Minicoli	minicoli	mg1655_glc	2	Sebastien.Rodrigue@usherbrooke.ca	Antoine 		Escherichia coli K-12 MG1655	MG1655																	s3://precise-db/raw_data/minicoli/UNK_HRS_MG1655_Glucose_2_S26_R1_001.fastq.gz	s3://precise-db/raw_data/minicoli/UNK_HRS_MG1655_Glucose_2_S26_R2_001.fastq.gz						ILLUMINA	PAIRED
minicoli_010	minicoli__minE_cyt__1	Minicoli	minicoli	minE_cyt	1	Sebastien.Rodrigue@usherbrooke.ca	Antoine 		Escherichia coli DGF	DGF																	s3://precise-db/raw_data/minicoli/UNK_HRS_minE_Cytidine_1_S8_R1_001.fastq.gz	s3://precise-db/raw_data/minicoli/UNK_HRS_minE_Cytidine_1_S8_R2_001.fastq.gz						ILLUMINA	PAIRED
minicoli_011	minicoli__minE_cyt__2	Minicoli	minicoli	minE_cyt	2	Sebastien.Rodrigue@usherbrooke.ca	Antoine 		Escherichia coli DGF	DGF																	s3://precise-db/raw_data/minicoli/UNK_HRS_minE_Cytidine_2_S9_R1_001.fastq.gz	s3://precise-db/raw_data/minicoli/UNK_HRS_minE_Cytidine_2_S9_R2_001.fastq.gz						ILLUMINA	PAIRED
minicoli_012	minicoli__minE_fruc__1	Minicoli	minicoli	minE_fruc	1	Sebastien.Rodrigue@usherbrooke.ca	Antoine 		Escherichia coli DGF	DGF																	s3://precise-db/raw_data/minicoli/UNK_HRS_minE_Fructose_1_S32_R1_001.fastq.gz	s3://precise-db/raw_data/minicoli/UNK_HRS_minE_Fructose_1_S32_R2_001.fastq.gz						ILLUMINA	PAIRED
