Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
minicoli_001	2193422	1111801	205122	186363	0	0	0	0	22415	0	0	0	0	531486	135649	586	50.68796610957672	2193422.0	2007059.0	91.5	186363.0	8.5	minicoli_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2193422.0	0.0	20-43	46.0	9.38321656131736	42.50029360515214	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2201949	706415	2201949	94683807	105791	93476582	1.2750068235004537	0.1564	0.3274	0.5162
minicoli_002	3619811	1836120	298815	679448	0	0	0	0	9075	0	0	0	0	340935	453858	1560	50.72419526875851	3619811.0	2940363.0	81.23	679448.0	18.77	minicoli_002_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3619811.0	0.0	20-40	44.0	7.956009807128823	39.48552396796407	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	3636961	1236527	3636961	156389323	169171	154568783	1.1641076034327484	0.249	0.2976	0.4534
minicoli_003	1544740	944033	168679	117166	0	0	0	0	12966	0	0	0	0	114151	186946	799	61.11274389217603	1544740.0	1427574.0	92.42	117166.0	7.58	minicoli_003_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1544740.0	0.0	20-40	44.0	10.299815661067672	39.47474073306835	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	1551253	501957	1551253	66703879	76980	65856483	1.2703848902100578	0.1863	0.3072	0.5065
minicoli_004	2277751	1348847	56932	262803	0	0	0	0	6331	0	0	0	0	244717	356616	1505	59.218369347659156	2277751.0	2014948.0	88.46	262803.0	11.54	minicoli_004_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2277751.0	0.0	20-43	42.0	9.837135032487762	42.51962571852674	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2289488	774516	2289488	98447984	108001	97283767	1.1825706862620975	0.2754	0.3078	0.4168
minicoli_005	2898115	1052668	160744	1214712	0	0	0	0	22273	0	0	0	0	171947	274096	1675	36.32250618074161	2898115.0	1683403.0	58.09	1214712.0	41.91	minicoli_005_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2898115.0	0.0	20-43	40.0	6.503939026439268	42.479520998994175	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2910024	1021100	2910024	125131032	142300	123488083	1.3129828578413707	0.2379	0.304	0.4581
minicoli_006	13037412	8801536	1014455	545062	0	0	0	0	63911	0	0	0	0	1913995	688003	10450	67.50984014312043	13037412.0	12492350.0	95.82	545062.0	4.18	minicoli_006_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13037412.0	0.0	20-40	50.0	12.964674815520295	39.51209542200553	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	13053250	4062694	13053250	561289750	865729	554780938	1.1596171139772282	0.055999999999999994	0.4791	0.4649
minicoli_007	18975976	12962764	1154007	781052	0	0	0	0	155642	0	0	0	0	2831911	1073184	17416	68.31144811734585	18975976.0	18194924.0	95.88	781052.0	4.12	minicoli_007_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18975976.0	0.0	20-40	49.0	10.728375325747688	39.517792444509844	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	18999737	5902476	18999737	816988691	1080951	807713145	1.1353334632633243	0.054000000000000006	0.4635	0.4825
minicoli_008	12629485	8617049	1025693	204286	0	0	0	0	85077	0	0	0	0	1756875	591872	348633	68.22961506348042	12629485.0	12425199.0	98.38	204286.0	1.62	minicoli_008_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12629485.0	0.0	20-40	50.0	16.426175930767993	39.51111909947239	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	12652730	3672585	12652730	506109200	451009	500725213	1.0637994725249016	0.0532	0.41100000000000003	0.5358
minicoli_009	9760996	7290565	312456	218508	0	0	0	0	70967	0	0	0	0	1020534	492247	355719	74.69078975137373	9760996.0	9542488.0	97.76	218508.0	2.24	minicoli_009_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9760996.0	0.0	20-40	50.0	19.36234956417436	39.51499437147603	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	9776211	2886281	9776211	391048440	346177	386814772	1.082645413442897	0.0486	0.4194	0.532
minicoli_010	10615737	5929307	1596608	355354	0	0	0	0	866195	0	0	0	0	862167	540434	465672	55.85393647186249	10615737.0	10260383.0	96.65	355354.0	3.35	minicoli_010_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10615737.0	0.0	20-40	51.0	17.420508772884542	39.49883743351969	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	10645093	3807728	10645093	425803720	397793	420464755	1.2538558845845686	0.0482	0.3574	0.5944
