Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
DDB-I-SF-S1-001-A8-RNAseq_S22	5680819	3920602	154401	593548	0	0	0	0	18174	0	0	0	0	761053	228648	4393	69.01473185468504	5680819.0	5087271.0	89.55	593548.0	10.45	DDB-I-SF-S1-001-A8-RNAseq_S22_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5680819.0	0.0	20-151	52.0	25.102124374572483	136.5037484911947	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	5858049	1215960	811155754	7223025	776122202	4.318967328683955	0.0211	0.4682	0.5107
DDB-PD-019-1L-R28--S05-RNAseq_S1	4906535	1779028	297100	2304198	0	0	0	0	9743	0	0	0	0	426935	88061	1470	36.258337095322865	4906535.0	2602337.0	53.04	2304198.0	46.96	DDB-PD-019-1L-R28--S05-RNAseq_S1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4906535.0	0.0	20-151	61.0	27.29967123522522	137.06643221744062	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	5018420	1022952	716874718	8784279	688215293	3.9978289484049014	0.0296	0.4285	0.542
DDB-PD-019-1L-R28--S06-RNAseq_S2	4666734	1775734	115355	2186034	0	0	0	0	12450	0	0	0	0	465106	110018	2037	38.0508938371032	4666734.0	2480700.0	53.16	2186034.0	46.84	DDB-PD-019-1L-R28--S06-RNAseq_S2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4666734.0	0.0	20-151	63.0	23.48671125915929	135.00103562791452	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	4737096	774426	646886246	5173099	629363606	2.7087668208051534	0.0378	0.4381	0.524
DDB-PD-019-1L-R28--S07-RNAseq_S3	4925966	1309125	275805	2919542	0	0	0	0	10987	0	0	0	0	331294	77690	1523	26.57600559971384	4925966.0	2006424.0	40.73	2919542.0	59.27	DDB-PD-019-1L-R28--S07-RNAseq_S3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4925966.0	0.0	20-151	72.0	17.8632365280132	137.3356594422292	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	5009486	623018	706522769	13641673	687931327	2.6314002627705837	0.0387	0.4021	0.5592
DDB-PD-019-1L-R28--S08-RNAseq_S4	2730277	650088	25824	1825807	0	0	0	0	2691	0	0	0	0	185507	39557	803	23.810331332681628	2730277.0	904470.0	33.13	1825807.0	66.87	DDB-PD-019-1L-R28--S08-RNAseq_S4_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2730277.0	0.0	20-151	76.0	17.75763577028313	139.5617353111058	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2763398	263249	400030493	13003718	385499048	3.6325843290151383	0.0371	0.4594	0.5035
DDB-PD-019-1L-R28--S09-RNAseq_S5	5821737	2965392	266218	1703520	0	0	0	0	19846	0	0	0	0	686533	177242	2986	50.936550380066976	5821737.0	4118217.0	70.74	1703520.0	29.26	DDB-PD-019-1L-R28--S09-RNAseq_S5_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5821737.0	0.0	20-151	51.0	20.308426924794247	131.5078650924973	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	6025999	1313738	805378834	6406476	766482256	4.829600227611643	0.0318	0.4472	0.5211
DDB-PD-019-1L-R28--S10-RNAseq_S6	6411189	3023660	344479	1901385	0	0	0	0	23570	0	0	0	0	905698	208832	3565	47.16223464945426	6411189.0	4509804.0	70.34	1901385.0	29.66	DDB-PD-019-1L-R28--S10-RNAseq_S6_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6411189.0	0.0	20-151	51.0	18.863213676189325	130.41045023005873	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	6692151	1407212	902614513	7679971	878031197	2.7235675524751946	0.0316	0.4852	0.4833
DDB-PD-022-30L-R40--S03-RNAseq_S7	5633544	3150300	122494	1581804	0	0	0	0	18982	0	0	0	0	582345	174302	3317	55.92039398289958	5633544.0	4051740.0	71.92	1581804.0	28.08	DDB-PD-022-30L-R40--S03-RNAseq_S7_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5633544.0	0.0	20-151	51.0	20.248620439818637	131.19950993548642	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	5900515	1348635	789017260	6439789	739951898	6.218541024058206	0.0247	0.4579	0.5174
DDB-PD-022-30L-R40--S06-RNAseq_S8	5395226	2521721	98396	1910670	0	0	0	0	14399	0	0	0	0	718593	129065	2382	46.73985853419301	5395226.0	3484556.0	64.59	1910670.0	35.41	DDB-PD-022-30L-R40--S06-RNAseq_S8_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5395226.0	0.0	20-151	50.0	21.982662654561953	131.76192248480416	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	5710122	1403224	767782516	5857021	712052741	7.2585366088227	0.0298	0.4919	0.4783
DDB-PD-022-30L-R40--S11-RNAseq_S9	6867012	3081052	378318	2318725	0	0	0	0	14953	0	0	0	0	902430	168522	3012	44.86743288055999	6867012.0	4548287.0	66.23	2318725.0	33.77	DDB-PD-022-30L-R40--S11-RNAseq_S9_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6867012.0	0.0	20-151	50.0	16.392449829441905	137.70924005957758	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	7191522	1613876	1004142481	7460514	946678533	5.7226886709118325	0.0209	0.4707	0.5084
