Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
DDB-PD-036-AMBR-R13-S02	6198896	4850864	63294	300784	0	0	0	0	4985	0	0	0	0	661399	311971	5599	78.25367613846078	6198896.0	5898112.0	95.15	300784.0	4.85	DDB-PD-036-AMBR-R13-S02_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6198896.0	0.0	20-151	51.0	22.584299604974014	135.7057603482943	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	6506670	3854298	982507170	7546669	841273139	14.37486008371827	0.0172	0.4521	0.5306
DDB-PD-036-AMBR-R13-S10	8387860	3482188	3416915	489351	0	0	0	0	10895	0	0	0	0	786270	196108	6133	41.51461755441793	8387860.0	7898509.0	94.17	489351.0	5.83	DDB-PD-036-AMBR-R13-S10_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8387860.0	0.0	20-151	52.0	15.980704360593029	137.9499635187044	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	8775852	4647574	1325153652	12802148	1210798234	8.629596864288759	0.0174	0.2851	0.6975
DDB-PD-036-AMBR-R14-S02	9855670	7590528	111201	486291	0	0	0	0	5169	0	0	0	0	1154437	498017	10027	77.0168644039421	9855670.0	9369379.0	95.07	486291.0	4.93	DDB-PD-036-AMBR-R14-S02_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9855670.0	0.0	20-151	51.0	18.890702437014912	138.14951454340496	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	9910405	5507971	1496471155	9453572	1368956358	8.521032735843145	0.0163	0.4587	0.525
DDB-PD-036-AMBR-R14-S10	3298242	2435904	28085	205213	0	0	0	0	2154	0	0	0	0	488552	134126	4208	73.85461709601661	3298242.0	3093029.0	93.78	205213.0	6.22	DDB-PD-036-AMBR-R14-S10_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3298242.0	0.0	20-151	51.0	26.536488453212854	138.5675932815118	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	3674735	2048071	554884985	5354142	457350169	17.577483377028123	0.024	0.4344	0.5416
DDB-PD-036-AMBR-R15-S02	7211214	5484324	214043	373746	0	0	0	0	4682	0	0	0	0	748219	379453	6747	76.05271456373364	7211214.0	6837468.0	94.82	373746.0	5.18	DDB-PD-036-AMBR-R15-S02_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7211214.0	0.0	20-151	51.0	21.04586546426013	137.98482127974572	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	7488093	4039926	1130702043	8969178	1035768231	8.39600605550511	0.0164	0.4481	0.5355
DDB-PD-036-AMBR-R15-S10	4605384	1753654	2050078	249138	0	0	0	0	5887	0	0	0	0	447647	96121	2859	38.07834482423181	4605384.0	4356246.0	94.59	249138.0	5.41	DDB-PD-036-AMBR-R15-S10_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4605384.0	0.0	20-151	52.0	20.05212898869614	137.0544612566509	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	5009744	2663331	756471344	5821519	690538533	8.715837225421723	0.0183	0.2724	0.7093
DDB-PD-036-AMBR-R16-S10	2801762	2036942	32555	174396	0	0	0	0	2294	0	0	0	0	444389	107924	3262	72.70217812933433	2801762.0	2627366.0	93.78	174396.0	6.22	DDB-PD-036-AMBR-R16-S10_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2801762.0	0.0	20-151	51.0	29.376391265753067	137.55810557784707	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	3268920	1544193	493606920	4917700	453854913	8.053373117216427	0.0314	0.4317	0.537
DDB-PD-036-AMBR-R17-S02	9403654	7383581	105876	458565	0	0	0	0	4122	0	0	0	0	952715	490490	8305	78.51821217582017	9403654.0	8945089.0	95.12	458565.0	4.88	DDB-PD-036-AMBR-R17-S02_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9403654.0	0.0	20-151	51.0	18.586546671863694	137.64382696343358	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	9454594	5423201	1427643694	8899876	1301253336	8.85307437221097	0.0143	0.4498	0.5359
DDB-PD-036-AMBR-R17-S10	8136946	3129651	3537440	458563	0	0	0	0	10830	0	0	0	0	828175	167778	4509	38.462231407213466	8136946.0	7678383.0	94.36	458563.0	5.64	DDB-PD-036-AMBR-R17-S10_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8136946.0	0.0	20-151	52.0	17.311444450080025	135.70092919382776	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass	8406422	4822686	1269369722	11665751	1143140877	9.944214267307062	0.0186	0.2815	0.6999
DDB-PD-036-AMBR-R18-S02	8708837	6676319	132800	430794	0	0	0	0	6364	0	0	0	0	997742	456535	8283	76.66143022311705	8708837.0	8278043.0	95.05	430794.0	4.95	DDB-PD-036-AMBR-R18-S02_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8708837.0	0.0	20-151	51.0	19.366293181776715	135.96845376713333	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	8822646	5134298	1332219546	10190564	1200380937	9.89616234019734	0.0173	0.4565	0.5262
