,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,Published,SRX,Run,contact,creator,run_date,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,passed_similar_replicates,passed_number_replicates,full_name,glucose_control,pure_precise
ecoli_00001,control__wt_glc__1,Control,control,wt_glc,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1101/080929,GSE65643,1.0,SRX865357,SRR1787590,Sangwoo Seo,Sangwoo Seo,4/17/13,True,True,True,True,True,True,control:wt_glc,True,True
ecoli_00002,control__wt_glc__2,Control,control,wt_glc,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1101/080929,GSE65643,1.0,SRX865358,SRR1787591,Sangwoo Seo,Sangwoo Seo,4/17/13,True,True,True,True,True,True,control:wt_glc,True,True
ecoli_00003,fur__wt_dpd__1,Fur,fur,wt_dpd,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,DPD (0.2mM),,0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms5910,GSE54900,1.0,SRX469840,SRR1168135,Sangwoo Seo,Sangwoo Seo,10/2/13,True,True,True,True,True,True,fur:wt_dpd,False,True
ecoli_00004,fur__wt_dpd__2,Fur,fur,wt_dpd,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,DPD (0.2mM),,0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms5910,GSE54900,1.0,SRX469841,SRR1168136,Sangwoo Seo,Sangwoo Seo,10/2/13,True,True,True,True,True,True,fur:wt_dpd,False,True
ecoli_00005,fur__wt_fe__1,Fur,fur,wt_fe,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,FeCl2 (0.1mM),,1.06,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms5910,GSE54900,1.0,SRX469838,SRR1168133,Sangwoo Seo,Sangwoo Seo,9/5/13,True,True,True,True,True,True,fur:wt_fe,False,True
ecoli_00006,fur__wt_fe__2,Fur,fur,wt_fe,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,FeCl2 (0.1mM),,1.06,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms5910,GSE54900,1.0,SRX469839,SRR1168134,Sangwoo Seo,Sangwoo Seo,9/5/13,True,True,True,True,True,True,fur:wt_fe,False,True
ecoli_00007,fur__delfur_dpd__1,Fur,fur,delfur_dpd,1,Escherichia coli K-12 MG1655 del_fur,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,DPD (0.2mM),Kanamycin (50 ug/mL),0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms5910,GSE54900,1.0,SRX469844,SRR1168139,Sangwoo Seo,Sangwoo Seo,10/2/13,True,True,True,True,True,True,fur:delfur_dpd,False,True
ecoli_00008,fur__delfur_dpd__2,Fur,fur,delfur_dpd,2,Escherichia coli K-12 MG1655 del_fur,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,DPD (0.2mM),Kanamycin (50 ug/mL),0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms5910,GSE54900,1.0,SRX469845,SRR1168140,Sangwoo Seo,Sangwoo Seo,10/2/13,True,True,True,True,True,True,fur:delfur_dpd,False,True
ecoli_00009,fur__delfur_fe2__1,Fur,fur,delfur_fe2,1,Escherichia coli K-12 MG1655 del_fur,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,FeCl2 (0.1mM),Kanamycin (50 ug/mL),0.62,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms5910,GSE54900,1.0,SRX469842,SRR1168137,Sangwoo Seo,Sangwoo Seo,9/5/13,True,True,True,True,True,True,fur:delfur_fe2,False,True
ecoli_00010,fur__delfur_fe2__2,Fur,fur,delfur_fe2,2,Escherichia coli K-12 MG1655 del_fur,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,FeCl2 (0.1mM),Kanamycin (50 ug/mL),0.62,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms5910,GSE54900,1.0,SRX469843,SRR1168138,Sangwoo Seo,Sangwoo Seo,9/5/13,True,True,True,True,True,True,fur:delfur_fe2,False,True
