Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned
DDB-I-SF-S1-001-A8-RNAseq_S22	5680819	3920602	154401	593548	0	0	0	0	18174	0	0	0	0	761053	228648	4393	69.01473185468504
DDB-PD-019-1L-R28--S05-RNAseq_S1	4906535	1779028	297100	2304198	0	0	0	0	9743	0	0	0	0	426935	88061	1470	36.258337095322865
DDB-PD-019-1L-R28--S06-RNAseq_S2	4666734	1775734	115355	2186034	0	0	0	0	12450	0	0	0	0	465106	110018	2037	38.0508938371032
DDB-PD-019-1L-R28--S07-RNAseq_S3	4925966	1309125	275805	2919542	0	0	0	0	10987	0	0	0	0	331294	77690	1523	26.57600559971384
DDB-PD-019-1L-R28--S08-RNAseq_S4	2730277	650088	25824	1825807	0	0	0	0	2691	0	0	0	0	185507	39557	803	23.810331332681628
DDB-PD-019-1L-R28--S09-RNAseq_S5	5821737	2965392	266218	1703520	0	0	0	0	19846	0	0	0	0	686533	177242	2986	50.93655038006698
DDB-PD-019-1L-R28--S10-RNAseq_S6	6411189	3023660	344479	1901385	0	0	0	0	23570	0	0	0	0	905698	208832	3565	47.16223464945426
DDB-PD-022-30L-R40--S03-RNAseq_S7	5633544	3150300	122494	1581804	0	0	0	0	18982	0	0	0	0	582345	174302	3317	55.920393982899576
DDB-PD-022-30L-R40--S06-RNAseq_S8	5395226	2521721	98396	1910670	0	0	0	0	14399	0	0	0	0	718593	129065	2382	46.739858534193004
DDB-PD-022-30L-R40--S11-RNAseq_S9	6867012	3081052	378318	2318725	0	0	0	0	14953	0	0	0	0	902430	168522	3012	44.86743288055999
DDB-PD-023-AMBR-R1--S02-RNAseq_S10	7783858	5717193	188874	737521	0	0	0	0	20631	0	0	0	0	761330	352888	5421	73.44934863919666
DDB-PD-023-AMBR-R1--S07-RNAseq_S14	6213203	4152416	165416	943563	0	0	0	0	19996	0	0	0	0	676734	249750	5328	66.83213151091313
DDB-PD-023-AMBR-R1--S10-RNAseq_S18	15499371	10931196	345864	1528233	0	0	0	0	52935	0	0	0	0	1984646	643051	13446	70.52670718056882
DDB-PD-023-AMBR-R2--S02-RNAseq_S11	7520645	4866807	486388	1140077	0	0	0	0	20430	0	0	0	0	705530	295699	5714	64.71262770679908
DDB-PD-023-AMBR-R2--S07-RNAseq_S15	5638565	3897891	212705	621666	0	0	0	0	15558	0	0	0	0	648973	237396	4376	69.12913125946052
DDB-PD-023-AMBR-R2--S10-RNAseq_S19	6962804	4724063	334642	765070	0	0	0	0	25316	0	0	0	0	826116	281281	6316	67.84713457394463
DDB-PD-023-AMBR-R3--S02-RNAseq_S12	6612253	4833422	136056	679365	0	0	0	0	15212	0	0	0	0	652120	291877	4201	73.09795919787099
DDB-PD-023-AMBR-R3--S07-RNAseq_S16	5925722	3991082	449891	536503	0	0	0	0	21641	0	0	0	0	679922	242074	4609	67.35182649472925
DDB-PD-023-AMBR-R3--S10-RNAseq_S21	6735354	4456422	358331	631691	0	0	0	0	18421	0	0	0	0	1003384	260708	6397	66.16462920879881
DDB-PD-023-AMBR-R4--S02-RNAseq_S13	7678308	5265959	613268	790632	0	0	0	0	22140	0	0	0	0	661884	318173	6252	68.58228401361342
DDB-PD-023-AMBR-R4--S07-RNAseq_S17	6060627	3984541	448205	573769	0	0	0	0	20860	0	0	0	0	791083	236963	5206	65.74469935206373
DDB-PD-023-AMBR-R4--S10-RNAseq_S20	5882056	3748297	544447	568744	0	0	0	0	24254	0	0	0	0	780229	211450	4635	63.72426580093763
