Sample	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage
DDB-I-SF-S1-001-A8-RNAseq_S22	5680819.0	5087271.0	89.55	593548.0	10.45
DDB-PD-019-1L-R28--S05-RNAseq_S1	4906535.0	2602337.0	53.04	2304198.0	46.96
DDB-PD-019-1L-R28--S06-RNAseq_S2	4666734.0	2480700.0	53.16	2186034.0	46.84
DDB-PD-019-1L-R28--S07-RNAseq_S3	4925966.0	2006424.0	40.73	2919542.0	59.27
DDB-PD-019-1L-R28--S08-RNAseq_S4	2730277.0	904470.0	33.13	1825807.0	66.87
DDB-PD-019-1L-R28--S09-RNAseq_S5	5821737.0	4118217.0	70.74	1703520.0	29.26
DDB-PD-019-1L-R28--S10-RNAseq_S6	6411189.0	4509804.0	70.34	1901385.0	29.66
DDB-PD-022-30L-R40--S03-RNAseq_S7	5633544.0	4051740.0	71.92	1581804.0	28.08
DDB-PD-022-30L-R40--S06-RNAseq_S8	5395226.0	3484556.0	64.59	1910670.0	35.41
DDB-PD-022-30L-R40--S11-RNAseq_S9	6867012.0	4548287.0	66.23	2318725.0	33.77
DDB-PD-023-AMBR-R1--S02-RNAseq_S10	7783858.0	7046337.0	90.52	737521.0	9.48
DDB-PD-023-AMBR-R1--S07-RNAseq_S14	6213203.0	5269640.0	84.81	943563.0	15.19
DDB-PD-023-AMBR-R1--S10-RNAseq_S18	15499371.0	13971138.0	90.14	1528233.0	9.86
DDB-PD-023-AMBR-R2--S02-RNAseq_S11	7520645.0	6380568.0	84.84	1140077.0	15.16
DDB-PD-023-AMBR-R2--S07-RNAseq_S15	5638565.0	5016899.0	88.97	621666.0	11.03
DDB-PD-023-AMBR-R2--S10-RNAseq_S19	6962804.0	6197734.0	89.01	765070.0	10.99
DDB-PD-023-AMBR-R3--S02-RNAseq_S12	6612253.0	5932888.0	89.73	679365.0	10.27
DDB-PD-023-AMBR-R3--S07-RNAseq_S16	5925722.0	5389219.0	90.95	536503.0	9.05
DDB-PD-023-AMBR-R3--S10-RNAseq_S21	6735354.0	6103663.0	90.62	631691.0	9.38
DDB-PD-023-AMBR-R4--S02-RNAseq_S13	7678308.0	6887676.0	89.7	790632.0	10.3
DDB-PD-023-AMBR-R4--S07-RNAseq_S17	6060627.0	5486858.0	90.53	573769.0	9.47
DDB-PD-023-AMBR-R4--S10-RNAseq_S20	5882056.0	5313312.0	90.33	568744.0	9.67
