Sample	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed
DDB-PD-036-AMBR-R13-S02	6506670	3854298	982507170	7546669	841273139	14.37486008371827
DDB-PD-036-AMBR-R13-S10	8775852	4647574	1325153652	12802148	1210798234	8.62959686428876
DDB-PD-036-AMBR-R14-S02	9910405	5507971	1496471155	9453572	1368956358	8.521032735843145
DDB-PD-036-AMBR-R14-S10	3674735	2048071	554884985	5354142	457350169	17.577483377028123
DDB-PD-036-AMBR-R15-S02	7488093	4039926	1130702043	8969178	1035768231	8.39600605550511
DDB-PD-036-AMBR-R15-S10	5009744	2663331	756471344	5821519	690538533	8.715837225421721
DDB-PD-036-AMBR-R16-S10	3268920	1544193	493606920	4917700	453854913	8.053373117216427
DDB-PD-036-AMBR-R17-S02	9454594	5423201	1427643694	8899876	1301253336	8.85307437221097
DDB-PD-036-AMBR-R17-S10	8406422	4822686	1269369722	11665751	1143140877	9.944214267307062
DDB-PD-036-AMBR-R18-S02	8822646	5134298	1332219546	10190564	1200380937	9.89616234019734
DDB-PD-036-AMBR-R18-S10	6012131	3048085	907831781	6910454	835974639	7.915248562993413
DDB-PD-036-AMBR-R19-S02	8804818	4817521	1329527518	9787564	1202418827	9.560440779082844
DDB-PD-036-AMBR-R19-S10	6735584	3672502	1017073184	8655368	889762053	12.517401206008003
DDB-PD-036-AMBR-R20-S02	8397560	4494250	1268031560	8256267	1163480550	8.24514257358074
DDB-PD-036-AMBR-R20-S10	4692123	2653975	708510573	4259299	590187022	16.700322551149846
DDB-PD-036-AMBR-R21-S02	2889893	1396430	436373843	4729420	403015164	7.644518463953853
DDB-PD-036-AMBR-R21-S07	9616241	4760095	1452052391	9989352	1324648724	8.774040646857074
DDB-PD-036-AMBR-R22-S02	3286648	1966124	496283848	3534370	392958774	20.819753537495743
DDB-PD-036-AMBR-R22-S07	7786796	4020963	1175806196	8076191	1084143645	7.795719338087244
DDB-PD-036-AMBR-R23-S02	6167510	3364186	931294010	7779711	800980226	13.992765184863586
DDB-PD-036-AMBR-R23-S07	9089667	4541762	1372539717	12964395	1249020519	8.999316848184147
DDB-PD-036-AMBR-R24-S02	9544584	5226755	1441232184	10839844	1313389061	8.870404395576555
NGSDNA22-1_S73	1292836	570411	195218236	2567715	183380049	6.064078460374982
NGSDNA22-2_S74	1547122	680963	233615422	2750300	219740380	5.939266286966277
NGSDNA22-3_S75	1223252	534994	184711052	2616543	173659037	5.983407533188648
NGSDNA22-4_S76	1442021	632853	217745171	2453527	204870173	5.912874182638015
NGSDNA22-5_S77	1777353	796241	268380303	2746332	251388952	6.33107229184401
NGSDNA22-6_S78	1443073	634027	217904023	2266248	204796537	6.015256542555894
NGSDNA22-7_S79	1748818	770615	264071518	3023050	248242839	5.994087934920721
NGSDNA22-8_S80	1909090	843054	288272590	3007071	270812942	6.056645205151138
