Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned
DDB-PD-036-AMBR-R13-S02	6198896	4850864	63294	300784	0	0	0	0	4985	0	0	0	0	661399	311971	5599	78.25367613846078
DDB-PD-036-AMBR-R13-S10	8387860	3482188	3416915	489351	0	0	0	0	10895	0	0	0	0	786270	196108	6133	41.51461755441793
DDB-PD-036-AMBR-R14-S02	9855670	7590528	111201	486291	0	0	0	0	5169	0	0	0	0	1154437	498017	10027	77.0168644039421
DDB-PD-036-AMBR-R14-S10	3298242	2435904	28085	205213	0	0	0	0	2154	0	0	0	0	488552	134126	4208	73.85461709601661
DDB-PD-036-AMBR-R15-S02	7211214	5484324	214043	373746	0	0	0	0	4682	0	0	0	0	748219	379453	6747	76.05271456373364
DDB-PD-036-AMBR-R15-S10	4605384	1753654	2050078	249138	0	0	0	0	5887	0	0	0	0	447647	96121	2859	38.07834482423181
DDB-PD-036-AMBR-R16-S10	2801762	2036942	32555	174396	0	0	0	0	2294	0	0	0	0	444389	107924	3262	72.70217812933433
DDB-PD-036-AMBR-R17-S02	9403654	7383581	105876	458565	0	0	0	0	4122	0	0	0	0	952715	490490	8305	78.51821217582017
DDB-PD-036-AMBR-R17-S10	8136946	3129651	3537440	458563	0	0	0	0	10830	0	0	0	0	828175	167778	4509	38.46223140721347
DDB-PD-036-AMBR-R18-S02	8708837	6676319	132800	430794	0	0	0	0	6364	0	0	0	0	997742	456535	8283	76.66143022311704
DDB-PD-036-AMBR-R18-S10	5638308	3982682	232672	315568	0	0	0	0	4125	0	0	0	0	887458	209164	6639	70.63611991398838
DDB-PD-036-AMBR-R19-S02	8720565	6782965	155693	440169	0	0	0	0	6560	0	0	0	0	854589	471991	8598	77.78125614567405
DDB-PD-036-AMBR-R19-S10	6469832	3556492	1501667	387794	0	0	0	0	6548	0	0	0	0	821136	191436	4759	54.970391812337624
DDB-PD-036-AMBR-R20-S02	8131850	6165477	282456	387249	0	0	0	0	4786	0	0	0	0	866030	417340	8512	75.81887270424319
DDB-PD-036-AMBR-R20-S10	4318007	1510455	2097082	250302	0	0	0	0	8706	0	0	0	0	368941	80126	2395	34.98037404756407
DDB-PD-036-AMBR-R21-S02	2522116	1680101	35744	174784	0	0	0	0	1744	0	0	0	0	514880	112639	2224	66.6147393696404
DDB-PD-036-AMBR-R21-S07	9447780	7044340	263567	512220	0	0	0	0	5411	0	0	0	0	1231078	378433	12731	74.56079629288574
DDB-PD-036-AMBR-R22-S02	2878739	1182135	1171372	196730	0	0	0	0	4519	0	0	0	0	254241	68026	1716	41.06433407127218
DDB-PD-036-AMBR-R22-S07	7555336	5616075	165025	402325	0	0	0	0	4716	0	0	0	0	1049131	309240	8824	74.33256442863693
DDB-PD-036-AMBR-R23-S02	5799051	3141191	1602970	323891	0	0	0	0	6181	0	0	0	0	544939	174689	5190	54.167328412873076
DDB-PD-036-AMBR-R23-S07	8909549	6663808	119967	614283	0	0	0	0	4986	0	0	0	0	1122861	371964	11680	74.79399911263747
DDB-PD-036-AMBR-R24-S02	9430580	4341507	3635233	524164	0	0	0	0	12185	0	0	0	0	654255	255126	8110	46.03647919852226
NGSDNA22-1_S73	1291863	942849	9339	197470	0	0	0	0	4900	0	0	0	0	32931	98521	5853	72.98366777282112
NGSDNA22-2_S74	1546207	1144919	11425	221674	0	0	0	0	6139	0	0	0	0	37530	117254	7266	74.04694196831343
NGSDNA22-3_S75	1222444	739568	6969	365187	0	0	0	0	3924	0	0	0	0	25274	76822	4700	60.49913124854799
NGSDNA22-4_S76	1441304	1062171	10133	208817	0	0	0	0	5872	0	0	0	0	36303	110966	7042	73.69513995659486
NGSDNA22-5_S77	1776145	1304170	12751	264989	0	0	0	0	5633	0	0	0	0	46126	134788	7688	73.42700061087355
NGSDNA22-6_S78	1442046	1060590	10709	212019	0	0	0	0	5666	0	0	0	0	36528	109759	6775	73.54758447372691
NGSDNA22-7_S79	1747671	1289877	12990	251947	0	0	0	0	7142	0	0	0	0	44174	133139	8402	73.80548169535342
NGSDNA22-8_S80	1907911	1402731	14036	280585	0	0	0	0	7234	0	0	0	0	48846	145750	8729	73.52182570360986
