Experiment	mRNA-sense	mRNA-antisense	rRNA-sense	rRNA-antisense	tRNA-sense	tRNA-antisense	ncRNA-sense	ncRNA-antisense	unannotated	total-reads	unaligned	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
ecoli_00001	4534147.0	58885.0	294425.0	0.0	176655.0	0.0	471080.0	0.0	412195.0	6372886.0	425499.0	ecoli_00001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6372886.0	0.0	20-30	52.0	24.41006528369112	29.526617454007486	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	0	6496162	2056266	6496162	201381022	10060007	188572802	6.360192173421386	0.0171	0.9819	0.001	0.0	0.0
ecoli_00002	3142726.0	38799.0	155196.0	0.0	38799.0	0.0	271594.0	0.0	271594.0	4346353.0	427645.0	ecoli_00002_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4346353.0	0.0	20-30	51.0	27.76035028870588	29.421424812940874	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	0	4394188	1383413	4394188	136219828	6035575	128348546	5.778367302005402	0.0169	0.9823	0.0009	0.0	0.0
ecoli_00003	8894670.0	109811.0	0.0	0.0	0.0	0.0	1427540.0	0.0	439243.0	11421794.0	550530.0	ecoli_00003_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11421794.0	0.0	20-31	52.0	19.003328362239486	30.32662846134329	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	0	11445313	1513488	11445313	354804703	6338224	346636233	2.3022440037949554	0.0147	0.9839	0.0013	0.0	0.0
ecoli_00004	7939322.0	101786.0	0.0	0.0	0.0	0.0	1628579.0	0.0	407145.0	10539531.0	462699.0	ecoli_00004_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10539531.0	0.0	20-31	52.0	14.343977263901165	30.46030852796012	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	0	10563549	1411164	10563549	327470019	6001546	319757327	2.355236068191024	0.0146	0.9842	0.0012	0.0	0.0
ecoli_00005	8280811.0	99769.0	0.0	0.0	99769.0	0.0	897919.0	0.0	698382.0	10713890.0	637240.0	ecoli_00005_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10713890.0	0.0	20-31	51.0	15.876551529280851	30.45475070212593	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	0	10848313	1439302	10848313	336297703	8690930	325858317	3.1042097245606226	0.0111	0.9881	0.0007	0.0	0.0
ecoli_00006	6745490.0	82262.0	0.0	0.0	82262.0	0.0	740359.0	0.0	575834.0	8880301.0	654094.0	ecoli_00006_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8880301.0	0.0	20-31	52.0	21.067760455116385	30.29758844886001	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	0	9037985	1199445	9037985	280177535	8349883	270366795	3.501615502470603	0.0116	0.9879	0.0005	0.0	0.0
ecoli_00007	8672623.0	108408.0	0.0	0.0	0.0	0.0	1409301.0	0.0	542039.0	11279512.0	547141.0	ecoli_00007_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11279512.0	0.0	20-31	53.0	20.803979509982046	30.30930309750989	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	0	11303219	1506428	11303219	350399789	6423699	342148845	2.3547228791282184	0.0158	0.9829	0.0013	0.0	0.0
ecoli_00008	9005643.0	113995.0	0.0	0.0	0.0	0.0	1823928.0	0.0	455982.0	11767212.0	367664.0	ecoli_00008_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11767212.0	0.0	20-31	52.0	17.679463559539386	30.339140486293612	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	0	11791043	1540767	11791043	365522333	6390710	357267590	2.258341626419856	0.0145	0.9842	0.0013	0.0	0.0
ecoli_00009	7928779.0	97886.0	0.0	0.0	97886.0	0.0	1076748.0	0.0	587317.0	10556680.0	768064.0	ecoli_00009_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10556680.0	0.0	20-31	52.0	20.33267556547034	30.310887892784475	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	0	10702587	1409451	10702587	331780197	8836260	321222269	3.1822055974003773	0.0126	0.9868	0.0006	0.0	0.0
ecoli_00010	7508561.0	93857.0	0.0	0.0	93857.0	0.0	1126284.0	0.0	563142.0	10032103.0	646402.0	ecoli_00010_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10032103.0	0.0	20-31	52.0	16.695532827791375	30.45813006505217	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	0	10191100	1338900	10191100	315924100	8602587	305687623	3.2401697116490955	0.0124	0.9868	0.0007	0.0	0.0
