,sample_id,study,project_id,condition_id,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,Platform,LibraryLayout,Unnamed: 36,Unnamed: 37,Unnamed: 38,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
ecoli_00001,control__wt_glc__1,Control,control,wt_glc,1,Sangwoo Seo,Sangwoo Seo,4/17/13,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,,No,,MiSeq,,2,,,control__wt_glc__1.bam,94.33,doi.org/10.1101/080929,GSE65643,1.0,SRX865357,SRR1787590,,PAIRED,ILLUMINA,True,True,True,True,control:wt_glc,True,True
ecoli_00002,control__wt_glc__2,Control,control,wt_glc,2,Sangwoo Seo,Sangwoo Seo,4/17/13,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,,No,,MiSeq,,2,,,control__wt_glc__2.bam,94.24,doi.org/10.1101/080929,GSE65643,1.0,SRX865358,SRR1787591,,PAIRED,ILLUMINA,True,True,True,True,control:wt_glc,True,True
ecoli_00003,fur__wt_dpd__1,Fur,fur,wt_dpd,1,Sangwoo Seo,Sangwoo Seo,10/2/13,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,,DPD (0.2mM),37,7.0,,Batch,0.0,No,,MiSeq,,2,,,fur__wt_dpd__1.bam,98.04,doi.org/10.1038/ncomms5910,GSE54900,1.0,SRX469840,SRR1168135,,PAIRED,ILLUMINA,True,True,True,True,fur:wt_dpd,True,True
ecoli_00004,fur__wt_dpd__2,Fur,fur,wt_dpd,2,Sangwoo Seo,Sangwoo Seo,10/2/13,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,,DPD (0.2mM),37,7.0,,Batch,0.0,No,,MiSeq,,2,,,fur__wt_dpd__2.bam,98.3,doi.org/10.1038/ncomms5910,GSE54900,1.0,SRX469841,SRR1168136,,PAIRED,ILLUMINA,True,True,True,True,fur:wt_dpd,True,True
ecoli_00005,fur__wt_fe__1,Fur,fur,wt_fe,1,Sangwoo Seo,Sangwoo Seo,9/5/13,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,,FeCl2 (0.1mM),37,7.0,,Batch,1.06,No,,MiSeq,,2,,,fur__wt_fe__1.bam,93.35,doi.org/10.1038/ncomms5910,GSE54900,1.0,SRX469838,SRR1168133,,PAIRED,ILLUMINA,True,True,True,True,fur:wt_fe,True,True
ecoli_00006,fur__wt_fe__2,Fur,fur,wt_fe,2,Sangwoo Seo,Sangwoo Seo,9/5/13,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,,FeCl2 (0.1mM),37,7.0,,Batch,1.06,No,,MiSeq,,2,,,fur__wt_fe__2.bam,92.38,doi.org/10.1038/ncomms5910,GSE54900,1.0,SRX469839,SRR1168134,,PAIRED,ILLUMINA,True,True,True,True,fur:wt_fe,True,True
ecoli_00007,fur__delfur_dpd__1,Fur,fur,delfur_dpd,1,Sangwoo Seo,Sangwoo Seo,10/2/13,Escherichia coli K-12 MG1655 del_fur,MG1655,M9,glucose(2),NH4Cl(1),O2,,DPD (0.2mM),37,7.0,Kanamycin (50 ug/mL),Batch,0.0,No,,MiSeq,,2,,,fur__delfur_dpd__1.bam,98.07,doi.org/10.1038/ncomms5910,GSE54900,1.0,SRX469844,SRR1168139,,PAIRED,ILLUMINA,True,True,True,True,fur:delfur_dpd,True,True
ecoli_00008,fur__delfur_dpd__2,Fur,fur,delfur_dpd,2,Sangwoo Seo,Sangwoo Seo,10/2/13,Escherichia coli K-12 MG1655 del_fur,MG1655,M9,glucose(2),NH4Cl(1),O2,,DPD (0.2mM),37,7.0,Kanamycin (50 ug/mL),Batch,0.0,No,,MiSeq,,2,,,fur__delfur_dpd__2.bam,98.31,doi.org/10.1038/ncomms5910,GSE54900,1.0,SRX469845,SRR1168140,,PAIRED,ILLUMINA,True,True,True,True,fur:delfur_dpd,True,True
ecoli_00009,fur__delfur_fe2__1,Fur,fur,delfur_fe2,1,Sangwoo Seo,Sangwoo Seo,9/5/13,Escherichia coli K-12 MG1655 del_fur,MG1655,M9,glucose(2),NH4Cl(1),O2,,FeCl2 (0.1mM),37,7.0,Kanamycin (50 ug/mL),Batch,0.62,No,,MiSeq,,2,,,fur__delfur_fe2__1.bam,92.8,doi.org/10.1038/ncomms5910,GSE54900,1.0,SRX469842,SRR1168137,,PAIRED,ILLUMINA,True,True,True,True,fur:delfur_fe2,True,True
ecoli_00010,fur__delfur_fe2__2,Fur,fur,delfur_fe2,2,Sangwoo Seo,Sangwoo Seo,9/5/13,Escherichia coli K-12 MG1655 del_fur,MG1655,M9,glucose(2),NH4Cl(1),O2,,FeCl2 (0.1mM),37,7.0,Kanamycin (50 ug/mL),Batch,0.62,No,,MiSeq,,2,,,fur__delfur_fe2__2.bam,93.24,doi.org/10.1038/ncomms5910,GSE54900,1.0,SRX469843,SRR1168138,,PAIRED,ILLUMINA,True,True,True,True,fur:delfur_fe2,True,True
