Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
DDB-I-SF-S1-001-A4-RNAseq2_S1	12215308	8147397	274334	1478550	0	0	0	0	12898	0	0	0	0	1788331	505927	7871	66.69825271700067	12215308.0	10736758.0	87.9	1478550.0	12.1	DDB-I-SF-S1-001-A4-RNAseq2_S1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12215308.0	0.0	20-151	51.0	18.260491470924908	136.09136666877328	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	12252550	2475354	1700753472	25391885	1664254261	2.1460612370280083	0.0199	0.4826	0.4975
DDB-PD-003-AMBR-R15--S07-RNAseq_S3	11715600	7933504	280719	1339028	0	0	0	0	10843	0	0	0	0	1637942	504796	8768	67.71743658028612	11715600.0	10376572.0	88.57	1339028.0	11.43	DDB-PD-003-AMBR-R15--S07-RNAseq_S3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11715600.0	0.0	20-151	50.0	19.317167640774503	137.93665855782035	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	11822461	2408255	1656744153	22439864	1613567436	2.6061185682663455	0.0186	0.4505	0.5309
DDB-PD-004-AMBR-R3--S10-RNAseq2_S5	12098015	8295366	265343	1425380	0	0	0	0	12602	0	0	0	0	1587813	502027	9484	68.56799235246443	12098015.0	10672635.0	88.22	1425380.0	11.78	DDB-PD-004-AMBR-R3--S10-RNAseq2_S5_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12098015.0	0.0	20-151	50.0	19.22105567158627	138.87931557367057	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	12242455	2447573	1725722052	25233192	1674833864	2.9488055704581098	0.0229	0.4252	0.5518
DDB-PD-004-AMBR-R7--S07-RNAseq2_S4	10618165	7661792	209275	1281782	0	0	0	0	10680	0	0	0	0	977210	470239	7187	72.1574019616384	10618165.0	9336383.0	87.93	1281782.0	12.07	DDB-PD-004-AMBR-R7--S07-RNAseq2_S4_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10618165.0	0.0	20-151	50.0	21.056239161765166	138.1669970282059	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	10756444	2388776	1513964051	15038730	1486474717	1.815719070861875	0.0224	0.4065	0.5712
DDB-PD-005-AMBR-2--S07-RNAseq_S10	11469814	7928077	187030	1302471	0	0	0	0	12780	0	0	0	0	1507002	524107	8347	69.1212342240249	11469814.0	10167343.0	88.64	1302471.0	11.36	DDB-PD-005-AMBR-2--S07-RNAseq_S10_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11469814.0	0.0	20-151	50.0	20.241440168243308	136.45826723955594	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	11504295	2272959	1594130923	22928604	1561611088	2.0399726603885724	0.0209	0.4439	0.5353
DDB-PD-005-AMBR-3--S07-RNAseq_S11	13768967	9439374	622126	1535591	0	0	0	0	24027	0	0	0	0	1543732	594108	10009	68.55542612601221	13768967.0	12233376.0	88.85	1535591.0	11.15	DDB-PD-005-AMBR-3--S07-RNAseq_S11_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13768967.0	0.0	20-151	51.0	16.296295741852838	136.53628794375058	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	13988666	3007832	1953671599	19239375	1917887685	1.8316238009661518	0.0186	0.4267	0.5546
DDB-PD-005-AMBR-5--S02-RNAseq_S12	12449616	8923417	196779	1496871	0	0	0	0	13742	0	0	0	0	1206706	603304	8797	71.6762428656434	12449616.0	10952745.0	87.98	1496871.0	12.02	DDB-PD-005-AMBR-5--S02-RNAseq_S12_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12449616.0	0.0	20-151	51.0	16.357294816840653	137.38840820471893	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	12516512	2453467	1756461082	28511682	1713201451	2.4628858244181697	0.0185	0.449	0.5326
DDB-PD-005-AMBR-6--S07-RNAseq_S7	13730348	9438911	278846	1868211	0	0	0	0	12361	0	0	0	0	1523030	599442	9547	68.74487813418861	13730348.0	11862137.0	86.39	1868211.0	13.61	DDB-PD-005-AMBR-6--S07-RNAseq_S7_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13730348.0	0.0	20-151	51.0	15.963427300188586	136.90517895103605	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	13890018	2851590	1938115225	26700780	1882187805	2.885660216615862	0.0183	0.4362	0.5455
DDB-PD-005-AMBR-7--S02-RNAseq_S13	13466035	9421742	372389	1652452	0	0	0	0	17954	0	0	0	0	1355252	637702	8544	69.9667125475316	13466035.0	11813583.0	87.73	1652452.0	12.27	DDB-PD-005-AMBR-7--S02-RNAseq_S13_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13466035.0	0.0	20-151	51.0	18.46442051315435	136.88060264212888	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	13549291	3082822	1889702912	18332047	1854248580	1.8761854985171345	0.0185	0.4443	0.5372
DDB-PD-005-AMBR-7--S07-RNAseq_S8	14600707	10313977	338681	1713134	0	0	0	0	16113	0	0	0	0	1544242	664072	10488	70.64025735192139	14600707.0	12887573.0	88.27	1713134.0	11.73	DDB-PD-005-AMBR-7--S07-RNAseq_S8_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14600707.0	0.0	20-151	51.0	19.028034117857302	137.5748542861657	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	14951500	3205994	2104750044	24555821	2058620734	2.1916764003165405	0.0192	0.4247	0.5561
