Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned
DDB-I-SF-S1-001-A4-RNAseq2_S1	12215308	8147397	274334	1478550	0	0	0	0	12898	0	0	0	0	1788331	505927	7871	66.69825271700067
DDB-PD-003-AMBR-R15--S07-RNAseq_S3	11715600	7933504	280719	1339028	0	0	0	0	10843	0	0	0	0	1637942	504796	8768	67.71743658028612
DDB-PD-004-AMBR-R3--S10-RNAseq2_S5	12098015	8295366	265343	1425380	0	0	0	0	12602	0	0	0	0	1587813	502027	9484	68.56799235246443
DDB-PD-004-AMBR-R7--S07-RNAseq2_S4	10618165	7661792	209275	1281782	0	0	0	0	10680	0	0	0	0	977210	470239	7187	72.15740196163839
DDB-PD-005-AMBR-2--S07-RNAseq_S10	11469814	7928077	187030	1302471	0	0	0	0	12780	0	0	0	0	1507002	524107	8347	69.1212342240249
DDB-PD-005-AMBR-3--S07-RNAseq_S11	13768967	9439374	622126	1535591	0	0	0	0	24027	0	0	0	0	1543732	594108	10009	68.55542612601221
DDB-PD-005-AMBR-5--S02-RNAseq_S12	12449616	8923417	196779	1496871	0	0	0	0	13742	0	0	0	0	1206706	603304	8797	71.6762428656434
DDB-PD-005-AMBR-6--S07-RNAseq_S7	13730348	9438911	278846	1868211	0	0	0	0	12361	0	0	0	0	1523030	599442	9547	68.7448781341886
DDB-PD-005-AMBR-7--S02-RNAseq_S13	13466035	9421742	372389	1652452	0	0	0	0	17954	0	0	0	0	1355252	637702	8544	69.96671254753161
DDB-PD-005-AMBR-7--S07-RNAseq_S8	14600707	10313977	338681	1713134	0	0	0	0	16113	0	0	0	0	1544242	664072	10488	70.64025735192139
DDB-PD-005-AMBR-8--S02-RNAseq_S9	11269154	7381703	983632	1318276	0	0	0	0	13539	0	0	0	0	1029151	536500	6353	65.50361278229049
DDB-PD-009-AMBR-R5--S10-RNAseq2_S6	10815029	7798578	157552	1206287	0	0	0	0	13457	0	0	0	0	1116350	514160	8645	72.10871094289253
DDB-PD-009-AMBR-R9--S10-RNAseq_S2	10614468	7127387	216975	1213959	0	0	0	0	12043	0	0	0	0	1594647	442582	6875	67.14784952010784
