Sample	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed
DDB-I-SF-S1-001-A4-RNAseq2_S1	12252550	2475354	1700753472	25391885	1664254261	2.1460612370280083
DDB-PD-003-AMBR-R15--S07-RNAseq_S3	11822461	2408255	1656744153	22439864	1613567436	2.606118568266346
DDB-PD-004-AMBR-R3--S10-RNAseq2_S5	12242455	2447573	1725722052	25233192	1674833864	2.9488055704581098
DDB-PD-004-AMBR-R7--S07-RNAseq2_S4	10756444	2388776	1513964051	15038730	1486474717	1.8157190708618747
DDB-PD-005-AMBR-2--S07-RNAseq_S10	11504295	2272959	1594130923	22928604	1561611088	2.0399726603885724
DDB-PD-005-AMBR-3--S07-RNAseq_S11	13988666	3007832	1953671599	19239375	1917887685	1.831623800966152
DDB-PD-005-AMBR-5--S02-RNAseq_S12	12516512	2453467	1756461082	28511682	1713201451	2.4628858244181697
DDB-PD-005-AMBR-6--S07-RNAseq_S7	13890018	2851590	1938115225	26700780	1882187805	2.885660216615862
DDB-PD-005-AMBR-7--S02-RNAseq_S13	13549291	3082822	1889702912	18332047	1854248580	1.8761854985171342
DDB-PD-005-AMBR-7--S07-RNAseq_S8	14951500	3205994	2104750044	24555821	2058620734	2.1916764003165405
DDB-PD-005-AMBR-8--S02-RNAseq_S9	11336030	2530596	1574576730	15090442	1545391910	1.8535025600181454
DDB-PD-009-AMBR-R5--S10-RNAseq2_S6	10928714	2337821	1526371219	16204034	1497128880	1.9158078084804349
DDB-PD-009-AMBR-R9--S10-RNAseq_S2	10708852	2483001	1491909591	15079080	1463200737	1.9243025296698424
