Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
DDB-I-SF-S1-001-A7	4965049	3665123	122816	319640	0	0	0	0	13743	0	0	0	0	637604	196410	9713	73.81846583991417	4965049.0	4645409.0	93.56	319640.0	6.44	DDB-I-SF-S1-001-A7_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4965049.0	0.0	20-151	51.0	23.350354044556088	144.66808746499785	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	4980626	1899912	752074526	5737527	717647265	4.577639556960609	0.0155	0.4652	0.5193
DDB-PD-038-AMBR-R10-S03	5699562	4406543	42288	408186	0	0	0	0	13514	0	0	0	0	530652	283984	14395	77.31371287828784	5699562.0	5291376.0	92.84	408186.0	7.16	DDB-PD-038-AMBR-R10-S03_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5699562.0	0.0	20-151	51.0	18.026728872314273	142.6327796767541	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	5711106	2330934	862377006	8530610	813025316	5.722751146729902	0.0225	0.4385	0.539
DDB-PD-038-AMBR-R10-S07	4209702	3228779	25493	281554	0	0	0	0	8120	0	0	0	0	503285	156613	5858	76.69851690214651	4209702.0	3928148.0	93.31	281554.0	6.69	DDB-PD-038-AMBR-R10-S07_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4209702.0	0.0	20-151	51.0	21.5326570382869	142.22951339548501	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	4225125	1801054	637993875	6084586	598193356	6.238385752527798	0.0149	0.4704	0.5147
DDB-PD-038-AMBR-R11-S03	5870576	4568471	32591	370456	0	0	0	0	12206	0	0	0	0	575982	298569	12301	77.81980848216598	5870576.0	5500120.0	93.69	370456.0	6.31	DDB-PD-038-AMBR-R11-S03_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5870576.0	0.0	20-151	51.0	18.18080406070508	142.4316291961811	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	5901369	2619278	891106719	7618382	835435098	6.247469558132688	0.0186	0.4315	0.5499
DDB-PD-038-AMBR-R11-S07	5284775	3850165	55199	375516	0	0	0	0	10156	0	0	0	0	790310	197661	5768	72.85390579542175	5284775.0	4909259.0	92.89	375516.0	7.11	DDB-PD-038-AMBR-R11-S07_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5284775.0	0.0	20-151	51.0	19.475473697462512	142.27682446272547	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	5308933	2419859	801648883	6268835	750947663	6.324616808578526	0.0123	0.496	0.4918
DDB-PD-038-AMBR-R11-S11	5140114	3797915	20362	315740	0	0	0	0	11063	0	0	0	0	776416	210867	7751	73.88775813143444	5140114.0	4824374.0	93.86	315740.0	6.14	DDB-PD-038-AMBR-R11-S11_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5140114.0	0.0	20-151	51.0	19.227248651827733	143.09004469550675	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	5166729	2228405	780176079	5927044	734874188	5.8066239429009725	0.0144	0.4688	0.5167
DDB-PD-038-AMBR-R12-S03	5192686	3994307	53519	336373	0	0	0	0	17664	0	0	0	0	521237	258422	11164	76.92178960946224	5192686.0	4856313.0	93.52	336373.0	6.48	DDB-PD-038-AMBR-R12-S03_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5192686.0	0.0	20-151	51.0	18.62556318018991	142.90122703356218	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	5211515	2311955	786938765	7326412	744860566	5.347074114464294	0.0191	0.4338	0.5472
DDB-PD-038-AMBR-R12-S07	5287728	3948634	94983	336541	0	0	0	0	18251	0	0	0	0	694050	187299	7970	74.67543716318238	5287728.0	4951187.0	93.64	336541.0	6.36	DDB-PD-038-AMBR-R12-S07_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5287728.0	0.0	20-151	51.0	17.670668967135487	143.1653838851015	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	5338981	2329995	806186131	5439874	764050902	5.226488943407538	0.0108	0.4761	0.5131
DDB-PD-038-AMBR-R12-S11	5210749	3788249	100327	329215	0	0	0	0	10701	0	0	0	0	796711	179605	5941	72.70066165152073	5210749.0	4881534.0	93.68	329215.0	6.32	DDB-PD-038-AMBR-R12-S11_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5210749.0	0.0	20-151	50.0	17.15378203956672	143.1222173626095	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	5237844	2260749	790914444	5792203	745906055	5.690677334500671	0.0188	0.3823	0.599
DDB-PD-038-AMBR-R5-S03	3727898	2791387	132909	212210	0	0	0	0	20803	0	0	0	0	394681	170382	5526	74.87830943872393	3727898.0	3515688.0	94.31	212210.0	5.69	DDB-PD-038-AMBR-R5-S03_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3727898.0	0.0	20-151	51.0	27.637687051833534	132.24010769607966	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	3786300	2113947	571731300	7402603	501215953	12.33365166468934	0.0271	0.4238	0.5492
DDB-PD-038-AMBR-R5-S07	3675201	2600220	131847	208210	0	0	0	0	19460	0	0	0	0	550464	160484	4516	70.75041609969088	3675201.0	3466991.0	94.33	208210.0	5.67	DDB-PD-038-AMBR-R5-S07_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3675201.0	0.0	20-151	50.0	28.622823369058498	130.05504215959886	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	3698667	2148329	558498717	5576944	477627837	14.48004758800547	0.0317	0.434	0.5343
DDB-PD-038-AMBR-R5-S11	4238267	3078448	102204	224606	0	0	0	0	23029	0	0	0	0	610584	193160	6236	72.63459333732395	4238267.0	4013661.0	94.7	224606.0	5.3	DDB-PD-038-AMBR-R5-S11_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4238267.0	0.0	20-151	50.0	26.157915409400058	131.48045604488814	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	4285671	2411019	647136321	6118905	557230267	13.892908044640567	0.0274	0.4296	0.5431
DDB-PD-038-AMBR-R6-S03	4483263	3344267	158605	250361	0	0	0	0	28295	0	0	0	0	479382	216011	6342	74.59448620346386	4483263.0	4232902.0	94.42	250361.0	5.58	DDB-PD-038-AMBR-R6-S03_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4483263.0	0.0	20-151	51.0	25.719399513545326	131.25651763012792	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	4517587	2552624	682155637	7081602	588318717	13.755939980600056	0.0272	0.4279	0.5449
DDB-PD-038-AMBR-R6-S07	3929860	2861168	173488	214416	0	0	0	0	15262	0	0	0	0	491229	168733	5564	72.80585059009734	3929860.0	3715444.0	94.54	214416.0	5.46	DDB-PD-038-AMBR-R6-S07_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3929860.0	0.0	20-151	51.0	23.74556274652551	134.10122650679668	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	3944650	2093094	595642150	5678695	527101812	11.506965717587313	0.0234	0.4125	0.5641
DDB-PD-038-AMBR-R6-S11	3477814	2556409	46185	193548	0	0	0	0	18018	0	0	0	0	503021	154938	5695	73.50620245936095	3477814.0	3284266.0	94.43	193548.0	5.57	DDB-PD-038-AMBR-R6-S11_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3477814.0	0.0	20-151	50.0	25.568611658761462	133.5617324560773	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	3505642	1923147	529351942	5319980	468463279	11.502491663665225	0.0284	0.4353	0.5363
DDB-PD-038-AMBR-R7-S03	5291824	4141954	126668	309568	0	0	0	0	21101	0	0	0	0	437166	244419	10948	78.27081928650689	5291824.0	4982256.0	94.15	309568.0	5.85	DDB-PD-038-AMBR-R7-S03_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5291824.0	0.0	20-151	51.0	21.726401473894835	135.53360202455713	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	5311023	2773972	801964473	7970538	720045677	10.214766209475217	0.0237	0.4067	0.5696
