Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned
DDB-I-SF-S1-001-A5-RNAseq_S24	3688660	2275833	164679	344798	0	0	0	0	34792	0	0	0	0	710939	154750	2869	61.69809632766371
DDB-PD-005-AMBR-R1--S07-RNAseq_S7	1805144	1008793	165321	249471	0	0	0	0	13842	0	0	0	0	303046	63398	1273	55.88435050056948
DDB-PD-005-AMBR-R1--S10-RNAseq_S14	3315463	2189841	250703	298713	0	0	0	0	10479	0	0	0	0	425655	137183	2889	66.04932704723292
DDB-PD-005-AMBR-R2--S07-RNAseq_S6	1183692	611356	110761	247969	0	0	0	0	10055	0	0	0	0	166074	36662	815	51.648232817320725
DDB-PD-005-AMBR-R2--S10-RNAseq_S15	2680443	1910850	53103	185049	0	0	0	0	7653	0	0	0	0	401197	120068	2523	71.28858923692837
DDB-PD-005-AMBR-R3--S07-RNAseq_S8	1157016	579815	118882	272059	0	0	0	0	9654	0	0	0	0	141920	33921	765	50.11296300137595
DDB-PD-005-AMBR-R3--S10-RNAseq_S16	4058941	2659358	297293	344184	0	0	0	0	11719	0	0	0	0	577175	165332	3880	65.51851825389923
DDB-PD-005-AMBR-R4--S02-RNAseq_S1	3572297	2231646	390186	390619	0	0	0	0	13015	0	0	0	0	408080	135624	3127	62.47089757654529
DDB-PD-005-AMBR-R4--S07-RNAseq_S9	1883559	1366811	60868	135079	0	0	0	0	2991	0	0	0	0	234949	81005	1856	72.56534040080507
DDB-PD-005-AMBR-R4--S10-RNAseq_S17	2408225	1537411	67934	301626	0	0	0	0	6187	0	0	0	0	390272	102382	2413	63.840006643897475
DDB-PD-005-AMBR-R5--S02-RNAseq_S2	1462709	845321	65167	330576	0	0	0	0	5092	0	0	0	0	164164	51400	989	57.79146774922421
DDB-PD-005-AMBR-R5--S07-RNAseq_S10	2033488	1247817	53970	471137	0	0	0	0	14902	0	0	0	0	199627	45087	948	61.36338153950257
DDB-PD-005-AMBR-R5--S10-RNAseq_S18	3457171	2420969	59625	249298	0	0	0	0	16615	0	0	0	0	552520	154751	3393	70.0274588673803
DDB-PD-005-AMBR-R6--S02-RNAseq_S3	1766811	985413	166493	341738	0	0	0	0	8789	0	0	0	0	201613	61169	1596	55.77353774682181
DDB-PD-005-AMBR-R6--S07-RNAseq_S11	598263	393970	17648	79501	0	0	0	0	1358	0	0	0	0	81119	24163	504	65.85230910151554
DDB-PD-005-AMBR-R6--S10-RNAseq_S19	4006177	2696270	182571	249560	0	0	0	0	33701	0	0	0	0	667132	173266	3677	67.30281762388431
DDB-PD-005-AMBR-R7--S02-RNAseq_S4	1657770	866717	221971	303239	0	0	0	0	14586	0	0	0	0	199955	50287	1015	52.28210185972723
DDB-PD-005-AMBR-R7--S07-RNAseq_S12	130173	2001	285	127398	0	0	0	0	20	0	0	0	0	424	42	3	1.5371851305570279
DDB-PD-005-AMBR-R7--S10-RNAseq_S20	5129975	3733098	108920	362995	0	0	0	0	37510	0	0	0	0	665092	217832	4528	72.7702961515407
DDB-PD-005-AMBR-R8--S02-RNAseq_S5	913311	494464	91813	181746	0	0	0	0	6183	0	0	0	0	109089	29402	614	54.13971801500256
