Sample	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed
DDB-I-SF-S1-001-A5-RNAseq_S24	3883337	712134	484516666	4346618	469249388	3.151032579754439
DDB-PD-005-AMBR-R1--S07-RNAseq_S7	3228552	1781941	440024206	2249769	223134791	49.29033722294814
DDB-PD-005-AMBR-R1--S10-RNAseq_S14	3459399	769021	471032430	2826437	446127978	5.287205384138837
DDB-PD-005-AMBR-R2--S07-RNAseq_S6	4185012	3205505	601193327	2093812	148380091	75.31907219588949
DDB-PD-005-AMBR-R2--S10-RNAseq_S15	2741991	523747	373617038	2550477	368123326	1.47041259933119
DDB-PD-005-AMBR-R3--S07-RNAseq_S8	3012940	221780	427860905	6175345	419203448	2.023427917537827
DDB-PD-005-AMBR-R3--S10-RNAseq_S16	4136185	832643	562663285	3469068	546495880	2.8733712383597236
DDB-PD-005-AMBR-R4--S02-RNAseq_S1	4921387	2065175	672738513	4098991	466107851	30.714855476097885
DDB-PD-005-AMBR-R4--S07-RNAseq_S9	2162247	660706	299807650	1577742	256266077	14.52316943880518
DDB-PD-005-AMBR-R4--S10-RNAseq_S17	2477386	460611	341460426	2431933	333302425	2.389149775148468
DDB-PD-005-AMBR-R5--S02-RNAseq_S2	2010232	803124	275682506	2336082	190769247	30.80110531206503
DDB-PD-005-AMBR-R5--S07-RNAseq_S10	2705790	485170	351346946	4634453	342595803	2.490741160448282
DDB-PD-005-AMBR-R5--S10-RNAseq_S18	3531816	719499	462482728	3019994	453372107	1.9699375670522337
DDB-PD-005-AMBR-R6--S02-RNAseq_S3	2109132	313609	285588502	6200492	277556041	2.8125995772756984
DDB-PD-005-AMBR-R6--S07-RNAseq_S11	968553	484261	137319529	722406	81017298	41.000891431837054
DDB-PD-005-AMBR-R6--S10-RNAseq_S19	4055833	912184	502809660	3646906	491270855	2.294865416865698
DDB-PD-005-AMBR-R7--S02-RNAseq_S4	4679281	3315829	661381274	2628204	205772803	68.88741621674642
DDB-PD-005-AMBR-R7--S07-RNAseq_S12	1286182	1150503	193433683	813531	19188964	90.07982286104742
DDB-PD-005-AMBR-R7--S10-RNAseq_S20	5184221	1106914	637525385	3823385	623407683	2.2144533115336262
DDB-PD-005-AMBR-R8--S02-RNAseq_S5	2409204	1649651	340733213	1767401	114627137	66.35868397132157
DDB-PD-005-AMBR-R8--S07-RNAseq_S13	3027429	522903	419848326	2752613	413935803	1.4082521315090346
DDB-PD-005-AMBR-R8--S10-RNAseq_S21	8547082	1786150	1105302538	6570421	1077453698	2.519567181162123
DDB-PD-006-AMBR-R1--S02-RNAseq_S22	4159528	803641	543925954	3951247	533534945	1.9103719768444807
DDB-PD-006-AMBR-R1--S07-RNAseq_S30	4571723	920561	638970729	3383250	630388794	1.343087345085568
DDB-PD-006-AMBR-R1--S10-RNAseq_S35	3452528	659121	493705573	2531533	487799652	1.1962435352132432
DDB-PD-006-AMBR-R2--S02-RNAseq_S23	4692069	1009220	583230779	4272590	555962547	4.675376022979061
DDB-PD-006-AMBR-R2--S10-RNAseq_S36	4199744	802865	576509578	3624876	569112580	1.2830659337285113
DDB-PD-006-AMBR-R5--S02-RNAseq_S25	2350548	471809	331541246	1811798	327641363	1.1762889375157866
DDB-PD-006-AMBR-R5--S07-RNAseq_S31	6246777	1269550	874690330	4588508	858741378	1.8233826821887924
DDB-PD-006-AMBR-R6--S03-RNAseq_S26	2700877	536605	380197254	2037540	376250249	1.0381466353252515
DDB-PD-006-AMBR-R6--S07-RNAseq_S32	389	82	55675	571	54972	1.2626852267624606
DDB-PD-006-AMBR-R7--S03-RNAseq_S27	3069299	597283	429740024	2356477	424877286	1.131553434268901
DDB-PD-006-AMBR-R7--S07-RNAseq_S33	6004353	1212742	833719465	4287019	820519520	1.5832597839130456
DDB-PD-006-AMBR-R8--S03-RNAseq_S28	3635372	696068	512310148	2820895	507116860	1.0137000058019543
DDB-PD-006-AMBR-R8--S09-RNAseq_S34	3551432	750684	496991029	2742798	485210798	2.3703105916626113
DDB-PD-006-AMBR-R9--S03-RNAseq_S29	3923457	774729	544230381	2936306	537616604	1.2152531778632916
