Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
DDB-I-SF-S1-001-A5-RNAseq_S24	3688660	2275833	164679	344798	0	0	0	0	34792	0	0	0	0	710939	154750	2869	61.698096327663706	3688660.0	3343862.0	90.65	344798.0	9.35	DDB-I-SF-S1-001-A5-RNAseq_S24_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3688660.0	0.0	20-151	52.0	33.80815942976367	119.67325641289793	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	3883337	712134	484516666	4346618	469249388	3.151032579754439	0.0379	0.4655	0.4966
DDB-PD-005-AMBR-R1--S07-RNAseq_S7	1805144	1008793	165321	249471	0	0	0	0	13842	0	0	0	0	303046	63398	1273	55.884350500569475	1805144.0	1555673.0	86.18	249471.0	13.82	DDB-PD-005-AMBR-R1--S07-RNAseq_S7_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1805144.0	0.0	20-151	54.0	36.78332740396692	123.18916108631777	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	3228552	1781941	440024206	2249769	223134791	49.29033722294814	0.0497	0.4056	0.5447
DDB-PD-005-AMBR-R1--S10-RNAseq_S14	3315463	2189841	250703	298713	0	0	0	0	10479	0	0	0	0	425655	137183	2889	66.04932704723292	3315463.0	3016750.0	90.99	298713.0	9.01	DDB-PD-005-AMBR-R1--S10-RNAseq_S14_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3315463.0	0.0	20-151	52.0	30.378048501712502	134.309176124119	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	3459399	769021	471032430	2826437	446127978	5.2872053841388365	0.0245	0.3961	0.5794
DDB-PD-005-AMBR-R2--S07-RNAseq_S6	1183692	611356	110761	247969	0	0	0	0	10055	0	0	0	0	166074	36662	815	51.648232817320725	1183692.0	935723.0	79.05	247969.0	20.95	DDB-PD-005-AMBR-R2--S07-RNAseq_S6_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1183692.0	0.0	20-151	58.0	44.151066684283506	123.71212443777605	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	4185012	3205505	601193327	2093812	148380091	75.31907219588948	0.0513	0.3887	0.5601
DDB-PD-005-AMBR-R2--S10-RNAseq_S15	2680443	1910850	53103	185049	0	0	0	0	7653	0	0	0	0	401197	120068	2523	71.28858923692837	2680443.0	2495394.0	93.1	185049.0	6.9	DDB-PD-005-AMBR-R2--S10-RNAseq_S15_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2680443.0	0.0	20-151	51.0	31.884676127287854	134.23193255741683	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2741991	523747	373617038	2550477	368123326	1.47041259933119	0.0254	0.4307	0.5439
DDB-PD-005-AMBR-R3--S07-RNAseq_S8	1157016	579815	118882	272059	0	0	0	0	9654	0	0	0	0	141920	33921	765	50.11296300137595	1157016.0	884957.0	76.49	272059.0	23.51	DDB-PD-005-AMBR-R3--S07-RNAseq_S8_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1157016.0	0.0	20-151	59.0	39.86521687316154	124.16025275363522	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	3012940	221780	427860905	6175345	419203448	2.023427917537827	0.0516	0.3771	0.5713
DDB-PD-005-AMBR-R3--S10-RNAseq_S16	4058941	2659358	297293	344184	0	0	0	0	11719	0	0	0	0	577175	165332	3880	65.51851825389923	4058941.0	3714757.0	91.52	344184.0	8.48	DDB-PD-005-AMBR-R3--S10-RNAseq_S16_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4058941.0	0.0	20-151	52.0	27.07818135466945	134.295430261243	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	4136185	832643	562663285	3469068	546495880	2.873371238359724	0.0249	0.4103	0.5648
DDB-PD-005-AMBR-R4--S02-RNAseq_S1	3572297	2231646	390186	390619	0	0	0	0	13015	0	0	0	0	408080	135624	3127	62.47089757654528	3572297.0	3181678.0	89.07	390619.0	10.93	DDB-PD-005-AMBR-R4--S02-RNAseq_S1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3572297.0	0.0	20-151	53.0	33.237050777606925	130.25769441902506	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	4921387	2065175	672738513	4098991	466107851	30.71485547609789	0.0335	0.4068	0.5598
DDB-PD-005-AMBR-R4--S07-RNAseq_S9	1883559	1366811	60868	135079	0	0	0	0	2991	0	0	0	0	234949	81005	1856	72.56534040080507	1883559.0	1748480.0	92.83	135079.0	7.17	DDB-PD-005-AMBR-R4--S07-RNAseq_S9_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1883559.0	0.0	20-151	51.0	31.947790555142102	135.87338968410333	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2162247	660706	299807650	1577742	256266077	14.52316943880518	0.0272	0.4168	0.556
DDB-PD-005-AMBR-R4--S10-RNAseq_S17	2408225	1537411	67934	301626	0	0	0	0	6187	0	0	0	0	390272	102382	2413	63.840006643897475	2408225.0	2106599.0	87.48	301626.0	12.52	DDB-PD-005-AMBR-R4--S10-RNAseq_S17_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2408225.0	0.0	20-151	51.0	27.780909750787067	133.4229816566143	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2477386	460611	341460426	2431933	333302425	2.3891497751484683	0.0278	0.4349	0.5373
